Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	wt_0h_1 Spectral Count	wt_0h_2 Spectral Count	wt_0h_3 Spectral Count	wt_10h_1 Spectral Count	wt_10h_2 Spectral Count	wt_10h_3 Spectral Count	wt_2h_1 Spectral Count	wt_2h_2 Spectral Count	wt_2h_3 Spectral Count	wt_4h_1 Spectral Count	wt_4h_2 Spectral Count	wt_4h_3 Spectral Count	wt_8h_1 Spectral Count	wt_8h_2 Spectral Count	wt_8h_3 Spectral Count	wt_0h_1 Unique Spectral Count	wt_0h_2 Unique Spectral Count	wt_0h_3 Unique Spectral Count	wt_10h_1 Unique Spectral Count	wt_10h_2 Unique Spectral Count	wt_10h_3 Unique Spectral Count	wt_2h_1 Unique Spectral Count	wt_2h_2 Unique Spectral Count	wt_2h_3 Unique Spectral Count	wt_4h_1 Unique Spectral Count	wt_4h_2 Unique Spectral Count	wt_4h_3 Unique Spectral Count	wt_8h_1 Unique Spectral Count	wt_8h_2 Unique Spectral Count	wt_8h_3 Unique Spectral Count	wt_0h_1 Total Spectral Count	wt_0h_2 Total Spectral Count	wt_0h_3 Total Spectral Count	wt_10h_1 Total Spectral Count	wt_10h_2 Total Spectral Count	wt_10h_3 Total Spectral Count	wt_2h_1 Total Spectral Count	wt_2h_2 Total Spectral Count	wt_2h_3 Total Spectral Count	wt_4h_1 Total Spectral Count	wt_4h_2 Total Spectral Count	wt_4h_3 Total Spectral Count	wt_8h_1 Total Spectral Count	wt_8h_2 Total Spectral Count	wt_8h_3 Total Spectral Count	wt_0h_1 Intensity	wt_0h_2 Intensity	wt_0h_3 Intensity	wt_10h_1 Intensity	wt_10h_2 Intensity	wt_10h_3 Intensity	wt_2h_1 Intensity	wt_2h_2 Intensity	wt_2h_3 Intensity	wt_4h_1 Intensity	wt_4h_2 Intensity	wt_4h_3 Intensity	wt_8h_1 Intensity	wt_8h_2 Intensity	wt_8h_3 Intensity	wt_0h_1 MaxLFQ Intensity	wt_0h_2 MaxLFQ Intensity	wt_0h_3 MaxLFQ Intensity	wt_10h_1 MaxLFQ Intensity	wt_10h_2 MaxLFQ Intensity	wt_10h_3 MaxLFQ Intensity	wt_2h_1 MaxLFQ Intensity	wt_2h_2 MaxLFQ Intensity	wt_2h_3 MaxLFQ Intensity	wt_4h_1 MaxLFQ Intensity	wt_4h_2 MaxLFQ Intensity	wt_4h_3 MaxLFQ Intensity	wt_8h_1 MaxLFQ Intensity	wt_8h_2 MaxLFQ Intensity	wt_8h_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9GRX6|AIFM1_DICDI	Q9GRX6	AIFM1_DICDI	aif	532	Dictyostelium discoideum	2:Experimental evidence at transcript level	Apoptosis-inducing factor 1, mitochondrial	1.0	0.999	22	281	281	281	20	20	22	13	13	23	12	19	23	20	22	25	17	16	16	20	20	22	13	13	23	12	19	23	20	22	25	17	16	16	20	20	22	13	13	23	12	19	23	20	22	25	17	16	16	7.7293222E8	7.4195392E8	6.8203674E8	6.3428826E8	4.86100928E8	6.4197267E8	6.8922336E8	6.8334995E8	7.1271584E8	5.9660691E8	7.7594906E8	7.7420544E8	5.09464704E8	5.11348416E8	6.7242362E8	3.94461952E8	3.89486112E8	3.96596416E8	3.14081216E8	3.56812992E8	3.75902368E8	3.65738336E8	3.5852704E8	3.76816608E8	3.34745056E8	3.67088256E8	3.91625184E8	3.25607296E8	2.965912E8	3.90313568E8	
sp|Q9GS21|RL28_DICDI	Q9GS21	RL28_DICDI	rpl28	132	Dictyostelium discoideum	2:Experimental evidence at transcript level	60S ribosomal protein L28	1.0	0.999	12	324	324	324	21	21	22	21	19	22	24	25	19	26	24	22	21	19	18	21	21	22	21	19	22	24	25	19	26	24	22	21	19	18	21	21	22	21	19	22	24	25	19	26	24	22	21	19	18	7.5576637E9	7.5237161E9	7.5901517E9	7.3283784E9	6.6406139E9	7.1307233E9	8.0609562E9	8.2006497E9	8.1340908E9	8.0750049E9	8.114433E9	8.0034888E9	7.352126E9	7.5263237E9	6.7862764E9	3.22481229E9	2.91505869E9	2.79183155E9	2.69316326E9	2.90263296E9	2.48091878E9	3.09852621E9	2.93238221E9	2.4057961E9	3.22168755E9	2.96280499E9	2.84129152E9	2.76174643E9	2.69700864E9	2.53293338E9	
sp|Q9GSB0|CRTP1_DICDI	Q9GSB0	CRTP1_DICDI	crtp1	473	Dictyostelium discoideum	2:Experimental evidence at transcript level	Crt homolog 1	0.9784	0.999	1	3	3	3	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	7174078.5	0.0	0.0	0.0	0.0	0.0	0.0	7502003.0	0.0	7950569.5	0.0	0.0	0.0	0.0	0.0	7174078.5	0.0	0.0	0.0	0.0	0.0	0.0	7502003.0	0.0	7950569.5	0.0	0.0	0.0	0.0	0.0	
sp|Q9GYD9|CBP4B_DICDI	Q9GYD9	CBP4B_DICDI	cbpD2	162	Dictyostelium discoideum	4:Protein predicted	Calcium-binding protein 4b	1.0	0.999	3	11	11	14	0	0	0	2	2	2	0	0	0	0	0	0	2	2	1	0	0	0	2	2	2	0	0	0	0	0	0	2	2	1	0	0	0	3	2	2	0	0	0	0	0	0	2	3	2	0.0	0.0	0.0	7.572544E7	2.9357004E7	2.566934E7	0.0	0.0	0.0	0.0	0.0	0.0	3.3792104E7	2.5168306E7	9980899.0	0.0	0.0	0.0	5.6923236E7	2.1782198E7	1.7692822E7	0.0	0.0	0.0	0.0	0.0	0.0	2.5353644E7	2.5168306E7	9980899.0	
sp|Q9NCL7|PITP2_DICDI	Q9NCL7	PITP2_DICDI	pitB	259	Dictyostelium discoideum	2:Experimental evidence at transcript level	Phosphatidylinositol transfer protein 2	1.0	0.999	7	22	22	22	1	0	0	3	3	4	0	0	1	1	1	0	2	3	3	1	0	0	3	3	4	0	0	1	1	1	0	2	3	3	1	0	0	3	3	4	0	0	1	1	1	0	2	3	3	3.4478884E7	3.6459468E7	3.12781E7	9.7825168E7	9.0093808E7	8.5542E7	2.8495562E7	3.2904204E7	3.8793128E7	4.6366412E7	3.61591E7	3.4954844E7	9.4320688E7	6.78962E7	6.6271612E7	5.1489256E7	3.4777104E7	4.7584888E7	1.55386192E8	1.4478616E8	1.36178256E8	5.1182196E7	3.3914216E7	6.0406772E7	7.3177104E7	4.9915176E7	6.2784012E7	1.45400704E8	1.08506864E8	1.05489936E8	
sp|Q9NCL8|PITP1_DICDI	Q9NCL8	PITP1_DICDI	pitA	264	Dictyostelium discoideum	1:Experimental evidence at protein level	Phosphatidylinositol transfer protein 1	1.0	0.999	10	96	96	96	9	6	6	5	7	4	10	6	6	7	5	5	5	7	8	9	6	6	5	7	4	10	6	6	7	5	5	5	7	8	9	6	6	5	7	4	10	6	6	7	5	5	5	7	8	4.27267328E8	4.3684E8	4.44713504E8	3.48704416E8	4.39055552E8	3.7073792E8	4.48382592E8	4.71463616E8	3.64970048E8	4.24882816E8	4.33878272E8	4.26720352E8	4.01431392E8	3.91501664E8	3.84281824E8	2.80671072E8	2.833056E8	2.74251776E8	2.25761728E8	2.6210664E8	2.4339528E8	2.8116528E8	2.64787968E8	2.35461808E8	2.74550272E8	2.7195696E8	2.70357472E8	2.56902448E8	2.64186592E8	2.52556608E8	
sp|Q9NGP4|UBC9_DICDI	Q9NGP4	UBC9_DICDI	ubc9	159	Dictyostelium discoideum	3:Protein inferred from homology	Sumo-conjugating enzyme ubc9	0.9995	0.999	1	20	20	20	3	1	1	1	1	1	1	1	2	2	1	1	1	2	1	3	1	1	1	1	1	1	1	2	2	1	1	1	2	1	3	1	1	1	1	1	1	1	2	2	1	1	1	2	1	5.2049068E7	3.745984E7	4.4170188E7	2.6606662E7	4.4541232E7	3.4416484E7	4.4005748E7	5.1754444E7	4.0169892E7	4.5147712E7	4.2276832E7	3.5905116E7	4.4470228E7	3.8474448E7	3.7552528E7	2.8249076E7	2.0251654E7	2.3915408E7	1.4417231E7	2.4156998E7	1.8482146E7	2.3801144E7	2.7994654E7	2.1810802E7	2.4151958E7	2.2948468E7	1.9370772E7	2.3979884E7	2.0822834E7	2.0395304E7	
sp|Q9NGP5|ABCG2_DICDI	Q9NGP5	ABCG2_DICDI	abcG2	1328	Dictyostelium discoideum	1:Experimental evidence at protein level	ABC transporter G family member 2	1.0	0.999	27	163	134	163	3	5	5	12	14	15	5	5	4	16	13	12	17	15	22	2	4	4	10	11	12	4	4	3	14	10	10	15	12	19	3	5	5	12	14	15	5	5	4	16	13	12	17	15	22	1.01287568E8	8.3099192E7	9.9716792E7	2.31884384E8	3.16943808E8	2.91014784E8	8.6747552E7	8.1597488E7	9.3487576E7	2.27237152E8	2.32406752E8	2.3475368E8	3.20337024E8	3.46378944E8	3.70156736E8	4.4292372E7	3.638714E7	4.815132E7	9.4205928E7	1.32871048E8	1.34633424E8	3.5614836E7	3.4379988E7	4.0998E7	1.0094484E8	9.6581216E7	1.01872776E8	1.47942144E8	1.43485872E8	1.66607808E8	
sp|Q9NGQ2|KIF1_DICDI	Q9NGQ2	KIF1_DICDI	kif1	2205	Dictyostelium discoideum	1:Experimental evidence at protein level	Kinesin-related protein 1	1.0	0.999	20	76	76	76	7	5	7	2	5	3	4	6	9	3	5	6	4	5	5	7	5	7	2	5	3	4	6	9	3	5	6	4	5	5	7	5	7	2	5	3	4	6	9	3	5	6	4	5	5	8.1776568E7	2.3630198E7	4.1461664E7	9.7844248E7	8.7299472E7	4.745148E7	1.21630144E8	4.341518E7	1.346604E8	1.46145408E8	1.58726512E8	5.4487296E7	1.01112224E8	2.8504202E7	1.27868176E8	5.1395424E7	5.6549832E7	4.6813256E7	4.472212E7	4.358716E7	3.438776E7	7.4219976E7	5.4990496E7	5.952814E7	6.829404E7	6.6857212E7	7.2556608E7	2.6709416E7	3.1322868E7	5.5340556E7	
sp|Q9NGW9|MKCB_DICDI	Q9NGW9	MKCB_DICDI	mkcB	714	Dictyostelium discoideum	2:Experimental evidence at transcript level	Probable serine/threonine-protein kinase mkcB	1.0	0.999	5	18	18	18	1	0	0	5	0	2	0	0	1	1	1	0	3	2	2	1	0	0	5	0	2	0	0	1	1	1	0	3	2	2	1	0	0	5	0	2	0	0	1	1	1	0	3	2	2	1.4812951E7	1.724247E7	2.3371336E7	4.2824912E7	4.5965864E7	4.4320016E7	1.3274202E7	2.0982706E7	1.5739602E7	0.0	1.8676458E7	1.4545096E7	5.3656772E7	3.3845672E7	4.0038056E7	1.5617129E7	9575073.0	1.7114478E7	3.3557124E7	3.4725176E7	3.1370468E7	1.3994843E7	1.460578E7	1.6594087E7	0.0	1.3210626E7	1.5334732E7	3.8071884E7	2.3367698E7	2.967786E7	
sp|Q9NH02|IDI_DICDI	Q9NH02	IDI_DICDI	ipi	239	Dictyostelium discoideum	2:Experimental evidence at transcript level	Isopentenyl-diphosphate Delta-isomerase	1.0	0.999	7	81	81	81	3	5	8	5	6	6	5	4	7	6	6	4	5	5	6	3	5	8	5	6	6	5	4	7	6	6	4	5	5	6	3	5	8	5	6	6	5	4	7	6	6	4	5	5	6	2.7082256E8	2.69765824E8	3.11427296E8	2.46090176E8	1.52259872E8	2.16147712E8	2.63743152E8	2.277696E8	3.02549952E8	2.15720864E8	2.77044448E8	2.491528E8	2.39824096E8	2.63078272E8	2.39741984E8	1.35361376E8	1.51903136E8	1.68241808E8	1.40256288E8	1.39310528E8	1.52459616E8	1.2919484E8	1.199388E8	2.21580064E8	1.4112168E8	1.48910992E8	1.2118436E8	1.55157728E8	1.39750592E8	1.502524E8	
sp|Q9NH03|FPS_DICDI	Q9NH03	FPS_DICDI	fps	382	Dictyostelium discoideum	2:Experimental evidence at transcript level	Farnesyl diphosphate synthase	1.0	0.999	12	140	140	140	12	16	11	4	10	8	12	9	9	10	8	9	6	7	9	12	16	11	4	10	8	12	9	9	10	8	9	6	7	9	12	16	11	4	10	8	12	9	9	10	8	9	6	7	9	3.01033728E8	2.87417152E8	2.56593616E8	1.59739856E8	3.18422016E8	2.55871104E8	3.28335296E8	3.17644896E8	3.5996848E8	4.0881888E8	3.15945472E8	2.87039936E8	3.16599776E8	2.82542592E8	2.98011808E8	2.5202744E8	2.68708352E8	2.32446864E8	1.25183688E8	2.4761512E8	2.235072E8	2.79802272E8	2.78253184E8	2.84197312E8	3.08550112E8	2.58082592E8	2.54346704E8	2.73856544E8	2.22992336E8	2.62863904E8	
sp|Q9NIF3|UBQL_DICDI	Q9NIF3	UBQL_DICDI	ubqln	523	Dictyostelium discoideum	1:Experimental evidence at protein level	Ubiquilin	1.0	0.999	9	111	111	111	7	8	8	6	8	11	5	6	7	8	7	5	8	9	8	7	8	8	6	8	11	5	6	7	8	7	5	8	9	8	7	8	8	6	8	11	5	6	7	8	7	5	8	9	8	1.40638352E8	1.21605328E8	1.44902848E8	1.42316224E8	1.57639168E8	1.56106736E8	1.3161792E8	1.38063952E8	1.11456144E8	1.4574672E8	1.41934288E8	1.3305364E8	1.8098872E8	1.37668736E8	1.58049936E8	6.6219384E7	6.9851304E7	7.4211128E7	7.149796E7	7.3381072E7	8.9177536E7	6.3233424E7	7.62076E7	6.973376E7	7.6140832E7	6.9435568E7	6.58334E7	9.7384912E7	6.9708864E7	7.9257424E7	
sp|Q9NIV0|RHGA_DICDI	Q9NIV0	RHGA_DICDI	rhgA	527	Dictyostelium discoideum	1:Experimental evidence at protein level	Rhesus-like glycoprotein A	0.9995	0.999	2	16	16	16	2	3	2	0	0	0	3	2	1	1	1	1	0	0	0	2	3	2	0	0	0	3	2	1	1	1	1	0	0	0	2	3	2	0	0	0	3	2	1	1	1	1	0	0	0	1.37304864E8	1.26835584E8	1.15639496E8	0.0	2.1324656E7	1.5045712E7	1.07936624E8	1.19162384E8	9.7138584E7	7.50956E7	9.156536E7	9.2410264E7	8944366.0	1.1677408E7	2.7065208E7	1.04287248E8	9.9780416E7	9.069604E7	0.0	2.1324656E7	1.5045712E7	8.5096744E7	9.3936424E7	9.7138584E7	7.50956E7	7.03242E7	6.4328264E7	8944366.0	1.1677408E7	2.7065208E7	
sp|Q9NKW1|MFEA_DICDI	Q9NKW1	MFEA_DICDI	mfeA	441	Dictyostelium discoideum	2:Experimental evidence at transcript level	Peroxisomal multifunctional enzyme A	1.0	0.999	22	388	388	388	20	22	26	24	26	28	25	27	25	32	26	27	30	18	32	20	22	26	24	26	28	25	27	25	32	26	27	30	18	32	20	22	26	24	26	28	25	27	25	32	26	27	30	18	32	1.6265751E9	1.86682982E9	1.48018957E9	1.43015846E9	1.82259866E9	1.83277325E9	2.14687091E9	1.91374003E9	1.69278861E9	2.18641997E9	2.27387546E9	2.19438694E9	2.26774323E9	2.04933914E9	2.29753139E9	9.5428819E8	8.9560666E8	9.0912781E8	8.4487757E8	1.14940326E9	1.08495693E9	1.18334298E9	1.11198029E9	9.9493331E8	1.2470272E9	1.2671017E9	1.32680986E9	1.16957888E9	1.23131379E9	1.32684672E9	
sp|Q9NKX1|ENPL_DICDI	Q9NKX1	ENPL_DICDI	grp94	768	Dictyostelium discoideum	2:Experimental evidence at transcript level	Endoplasmin homolog	1.0	0.999	47	609	609	676	46	44	44	41	35	45	32	40	48	36	41	34	37	41	45	46	44	44	41	35	45	32	40	48	36	41	34	37	41	45	49	50	48	46	39	50	36	46	52	39	47	39	41	44	50	9.6206394E8	1.14880666E9	9.7382285E8	1.33475456E9	1.08512678E9	1.28208768E9	1.17914778E9	1.08932288E9	1.07304544E9	1.11832934E9	1.24342502E9	1.08199155E9	1.16271078E9	1.1348727E9	1.2517216E9	4.05320288E8	4.33459904E8	3.86938528E8	4.59999008E8	4.75929728E8	5.11695904E8	3.94239968E8	4.33846592E8	4.43650976E8	4.25809952E8	4.36245664E8	4.1573216E8	4.78131136E8	4.41853056E8	4.93108096E8	
sp|Q9NSB2|KRT84_HUMAN	Q9NSB2	KRT84_HUMAN	KRT84	600	Homo sapiens	2:Experimental evidence at transcript level	Keratin, type II cuticular Hb4	0.9744	0.9988	3	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	3	0	0	0.0	0.0	0.0	7890858.0	1.0723322E7	0.0	0.0	1.5079263E7	3747391.5	1.2574456E7	2876497.2	3917214.0	1.84250192E8	0.0	0.0	0.0	0.0	0.0	7890858.0	1.0723322E7	0.0	0.0	1.5079263E7	3747391.5	1.2574456E7	2876497.2	3917214.0	1.84250192E8	0.0	0.0	
sp|Q9NSB4|KRT82_HUMAN	Q9NSB4	KRT82_HUMAN	KRT82	513	Homo sapiens	3:Protein inferred from homology	Keratin, type II cuticular Hb2	0.9028	0.9951	5	1	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.5991056E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9TGM3|MP36_DICDI	Q9TGM3	MP36_DICDI	DidioMp36	796	Dictyostelium discoideum	4:Protein predicted	Uncharacterized mitochondrial protein Mp36	1.0	0.999	16	119	119	119	10	7	7	4	11	9	7	8	7	9	8	10	8	6	8	10	7	7	4	11	9	7	8	7	9	8	10	8	6	8	10	7	7	4	11	9	7	8	7	9	8	10	8	6	8	2.24979248E8	2.30559968E8	2.07864384E8	1.47046688E8	1.68699392E8	1.96688384E8	2.212584E8	2.37338E8	2.36803776E8	2.2973456E8	2.26509072E8	2.23304576E8	2.03963072E8	1.77280208E8	1.912052E8	9.5527992E7	9.4767544E7	8.2001456E7	7.3089224E7	9.1074E7	8.5187504E7	9.0720648E7	1.00871792E8	9.3753616E7	1.03637944E8	9.4786264E7	9.756476E7	8.4634832E7	7.53206E7	8.918244E7	
sp|Q9TW32|PPIB_DICDI	Q9TW32	PPIB_DICDI	cypB	197	Dictyostelium discoideum	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase B	1.0	0.999	7	139	139	139	10	9	9	9	11	8	10	8	9	10	9	8	7	10	12	10	9	9	9	11	8	10	8	9	10	9	8	7	10	12	10	9	9	9	11	8	10	8	9	10	9	8	7	10	12	9.6204435E8	1.05593971E9	9.0113606E8	1.12639757E9	9.0602042E8	1.08735437E9	1.1235351E9	1.01262867E9	9.8919667E8	1.00641466E9	1.16699725E9	1.16008192E9	1.04771302E9	1.05623219E9	1.16740582E9	4.41428096E8	4.8844304E8	4.00313216E8	5.4632461E8	5.22197728E8	5.4456301E8	5.21971744E8	4.82829472E8	4.84729408E8	4.79601728E8	5.0524208E8	5.05615296E8	5.4949184E8	5.00276288E8	5.23167136E8	
sp|Q9U1M8|MYOI_DICDI	Q9U1M8	MYOI_DICDI	myoI	2357	Dictyostelium discoideum	1:Experimental evidence at protein level	Myosin-I heavy chain	1.0	0.999	58	422	422	422	28	26	25	19	25	33	30	29	26	31	26	29	31	30	34	28	26	25	19	25	33	30	29	26	31	26	29	31	30	34	28	26	25	19	25	33	30	29	26	31	26	29	31	30	34	3.73978752E8	3.4585104E8	2.9664992E8	5.9661427E8	4.670192E8	4.88291136E8	3.58149376E8	3.81728384E8	5.5053197E8	2.8217312E8	3.3386304E8	5.4521798E8	2.76632736E8	5.4169907E8	2.68637856E8	1.92893312E8	2.0479048E8	1.97123504E8	1.95384512E8	1.722624E8	1.88738496E8	1.99861056E8	2.21287696E8	1.83522864E8	1.96399344E8	2.01078016E8	1.92146944E8	1.85665824E8	1.88142704E8	1.92939472E8	
sp|Q9U1M9|DYNB_DICDI	Q9U1M9	DYNB_DICDI	dymB	920	Dictyostelium discoideum	3:Protein inferred from homology	Dynamin-B	1.0	0.999	20	99	99	100	3	3	1	4	12	10	1	3	6	9	6	11	8	6	16	3	3	1	4	12	10	1	3	6	9	6	11	8	6	16	3	3	1	4	12	10	1	3	6	9	6	11	9	6	16	6.977972E7	7.1636304E7	3.2194736E7	1.42597024E8	1.72234464E8	2.04534144E8	1.37288736E8	1.1516988E8	1.11060736E8	1.47355232E8	1.8936096E8	2.13713648E8	1.45759776E8	1.50653888E8	2.20875584E8	2.5355238E7	2.666326E7	2.3516974E7	5.711766E7	9.1006328E7	9.5441008E7	4.8983156E7	3.9758768E7	4.479142E7	6.4370312E7	7.4547792E7	8.3353704E7	6.3896044E7	6.3178264E7	1.0974816E8	
sp|Q9U3X4|SDHA_DICDI	Q9U3X4	SDHA_DICDI	sdhA	626	Dictyostelium discoideum	3:Protein inferred from homology	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.0	0.999	29	494	473	494	39	36	35	34	33	37	33	33	29	31	27	32	27	29	39	38	34	33	32	31	36	32	32	28	30	26	31	26	27	37	39	36	35	34	33	37	33	33	29	31	27	32	27	29	39	2.22049562E9	2.04111949E9	2.33929523E9	2.02761203E9	1.67023974E9	2.13995904E9	2.21517517E9	2.15628365E9	2.20278323E9	1.71632102E9	2.05243699E9	2.17993114E9	1.66956595E9	1.94137523E9	2.16762086E9	8.478528E8	7.8059904E8	8.3721907E8	7.7720851E8	7.8641075E8	8.2261222E8	8.3163571E8	7.9324934E8	8.3993318E8	7.6893978E8	7.9951686E8	7.8470765E8	7.5513088E8	7.504983E8	8.6239744E8	
sp|Q9U641|CMFB_DICDI	Q9U641	CMFB_DICDI	cmfB	510	Dictyostelium discoideum	1:Experimental evidence at protein level	Conditioned medium factor receptor 1	1.0	0.999	25	580	580	580	40	53	48	36	29	41	42	31	45	41	37	40	30	29	38	40	53	48	36	29	41	42	31	45	41	37	40	30	29	38	40	53	48	36	29	41	42	31	45	41	37	40	30	29	38	3.89421875E9	4.5700644E9	4.20029747E9	3.12576589E9	3.24982733E9	3.71456051E9	4.9021804E9	4.25163264E9	4.4965053E9	4.8470748E9	4.5032509E9	4.3261292E9	3.78190106E9	3.38194048E9	4.5806218E9	1.87842931E9	1.97064397E9	1.89445965E9	1.20396685E9	1.64092941E9	1.61867891E9	1.81837325E9	1.88949094E9	1.89075558E9	1.93745933E9	1.7218409E9	1.79243802E9	1.48605018E9	1.34129459E9	1.77238144E9	
sp|Q9U720|DCSA_DICDI	Q9U720	DCSA_DICDI	dcsA	1059	Dictyostelium discoideum	1:Experimental evidence at protein level	Cellulose synthase catalytic subunit A [UDP-forming]	1.0	0.999	5	5	5	5	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	2.3923992E7	0.0	9941753.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1660687E7	0.0	6629434.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9U7C9|NUCMR_DICDI	Q9U7C9	NUCMR_DICDI	numA	756	Dictyostelium discoideum	1:Experimental evidence at protein level	Nucleomorphin	0.9989	0.9986	2	4	4	4	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0.0	4063635.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5290468.0	0.0	1566632.0	5324363.5	0.0	2131164.5	0.0	4063635.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5290468.0	0.0	1566632.0	5324363.5	0.0	2131164.5	
sp|Q9U9A3|PPP6_DICDI	Q9U9A3	PPP6_DICDI	ppp6c	305	Dictyostelium discoideum	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase 6 catalytic subunit	1.0	0.999	13	143	143	143	8	12	9	10	11	14	8	9	7	9	9	9	9	8	11	8	12	9	10	11	14	8	9	7	9	9	9	9	8	11	8	12	9	10	11	14	8	9	7	9	9	9	9	8	11	7.8354765E8	7.5805037E8	8.169785E8	8.2947014E8	7.1174458E8	7.9667667E8	7.9521862E8	7.8841766E8	6.820487E8	7.3806074E8	8.507959E8	8.1656896E8	8.1845126E8	7.6268941E8	7.9619763E8	4.24344832E8	4.8245552E8	4.78261184E8	4.71483904E8	4.6518992E8	5.00357216E8	4.41660864E8	4.54905792E8	3.58292096E8	4.62888896E8	4.48016192E8	4.40086816E8	5.16791936E8	4.7117712E8	5.03828448E8	
sp|Q9U9R7|SNAG_DICDI	Q9U9R7	SNAG_DICDI	snpC	324	Dictyostelium discoideum	1:Experimental evidence at protein level	Gamma-soluble NSF attachment protein	1.0	0.999	7	18	18	18	1	4	4	0	0	0	0	3	2	2	1	1	0	0	0	1	4	4	0	0	0	0	3	2	2	1	1	0	0	0	1	4	4	0	0	0	0	3	2	2	1	1	0	0	0	5.2597476E7	9.3608264E7	9.1135504E7	0.0	2.6303334E7	2121091.8	6.3129184E7	8.0557944E7	6.9654152E7	3.2059044E7	7.3555816E7	6.571494E7	2.8475512E7	3.2227132E7	2.674708E7	2.1217128E7	4.54045E7	4.3724008E7	0.0	2.9548138E7	7916094.5	3.0650672E7	3.5248388E7	3.9984628E7	4.55991E7	3.236051E7	3.2352608E7	2.4496996E7	2.6036172E7	3.0046626E7	
sp|Q9UA41|PPID_DICDI	Q9UA41	PPID_DICDI	cypD	174	Dictyostelium discoideum	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase D, mitochondrial	1.0	0.999	9	83	83	83	7	4	5	5	6	5	6	8	7	5	6	6	4	4	5	7	4	5	5	6	5	6	8	7	5	6	6	4	4	5	7	4	5	5	6	5	6	8	7	5	6	6	4	4	5	4.72165312E8	4.2105184E8	4.90771968E8	3.68270528E8	3.81659584E8	3.688936E8	4.25802016E8	4.55934912E8	3.8007696E8	4.12871168E8	4.12129312E8	4.38715744E8	3.80329024E8	3.5945264E8	4.1326016E8	3.36372832E8	2.84347904E8	3.42565056E8	2.63738592E8	2.78799872E8	2.57508784E8	2.90812256E8	3.18570112E8	3.17393952E8	2.74656928E8	2.85201536E8	3.23160672E8	2.31567776E8	2.57407248E8	3.01878848E8	
sp|Q9UAG7|FHBA_DICDI	Q9UAG7	FHBA_DICDI	fhbA	397	Dictyostelium discoideum	2:Experimental evidence at transcript level	Flavohemoprotein A	1.0	0.999	6	24	24	24	1	3	2	1	3	2	0	1	1	1	1	3	2	0	3	1	3	2	1	3	2	0	1	1	1	1	3	2	0	3	1	3	2	1	3	2	0	1	1	1	1	3	2	0	3	5.9658016E7	6.529072E7	6.8302584E7	3.769146E7	5.987736E7	5.0939928E7	4.534246E7	7.7723032E7	4.9033112E7	5.3036904E7	4.8526604E7	8.2832848E7	5.5451144E7	3.2878266E7	4.4756912E7	3.7452232E7	4.1667664E7	4.1463812E7	3.769146E7	3.5797864E7	5.0330108E7	4.534246E7	4.80762E7	4.9801776E7	3.2116758E7	4.7882636E7	4.9576296E7	3.106923E7	3.2878266E7	4.6061536E7	
