Entry	Length	Annotation	Mass
Q54GF0	309	1.0	35856
Q54GF1	488	1.0	54895
Q54GF2	216	1.0	25726
Q54GF4	110	1.0	12913
Q54GF5	1275	1.0	141757
Q54GF6	156	1.0	18536
Q54GF9	309	1.0	35709
Q54GG0	501	1.0	59486
Q54GG3	447	1.0	50959
Q54GG4	909	1.0	104557
Q54GG6	389	1.0	41379
Q54GG7	419	1.0	47018
Q54GH1	52	1.0	5853
Q54GH8	114	1.0	13089
Q54GH9	1125	1.0	128527
Q54GI1	216	1.0	24658
Q54GI2	279	1.0	32768
Q54GI3	291	1.0	34765
Q54GI4	261	1.0	31223
Q54GI5	42	1.0	4641
Q54GI6	88	1.0	10328
Q54GI7	476	1.0	52666
Q54GI8	172	1.0	19725
Q54GJ0	649	1.0	73649
Q54GJ1	838	1.0	93223
Q54GJ6	941	1.0	105433
Q54GJ8	188	1.0	20962
Q54GJ9	553	1.0	63257
Q54GK0	494	1.0	55129
Q54GK1	164	1.0	19230
Q54GK2	593	1.0	69011
Q54GK4	224	1.0	25739
Q54GK5	216	1.0	24257
Q54GK8	449	1.0	52240
Q54GL1	1560	1.0	174641
Q54GL2	483	1.0	55975
Q54GL4	203	1.0	22649
Q54GL8	539	1.0	60617
Q54GL9	826	1.0	91805
Q54GM0	831	1.0	99252
Q54GM1	74	1.0	8227
Q54GM2	94	1.0	11117
Q54GM3	95	1.0	10383
Q54GM4	551	1.0	62765
Q54GM5	77	1.0	8560
Q54GM6	1092	1.0	128541
Q54GM7	1399	1.0	156689
Q54GM8	1469	1.0	165230
Q54GM9	1405	1.0	157938
Q54GN0	1348	1.0	151025
Q54GN1	1165	1.0	131515
Q54GN4	539	1.0	62087
Q54GN6	128	1.0	14229
Q54GN7	624	1.0	70429
Q54GN9	402	1.0	47087
Q54GP0	87	1.0	9905
Q54GP2	805	1.0	95753
Q54GP4	984	1.0	116822
Q54GP5	1250	1.0	146057
Q54GP6	176	1.0	20254
Q54GP9	55	1.0	6241
Q54GQ0	193	1.0	22768
Q54GQ2	284	1.0	32654
Q54GQ3	380	1.0	43240
Q54GQ4	151	1.0	17480
Q54GQ5	458	1.0	51069
Q54GQ7	400	1.0	45772
Q54GQ8	55	1.0	6466
Q54GQ9	57	1.0	6846
Q54GR1	527	1.0	61363
Q54GR2	74	1.0	8949
Q54GR3	197	1.0	22131
Q54GR5	98	1.0	11723
Q54GR7	1483	1.0	163499
Q54GR8	1563	1.0	169585
Q54GR9	246	1.0	28141
Q54GS2	481	1.0	54565
Q54GS3	1943	1.0	217741
Q54GS4	972	1.0	115506
Q54GS5	116	1.0	13117
Q54GS7	871	1.0	103672
Q54GT0	537	1.0	61142
Q54GT1	560	1.0	64266
Q54GT2	529	1.0	60933
Q54GT3	72	1.0	8497
Q54GT4	536	1.0	61771
Q54GU1	483	1.0	57811
Q54GU2	1235	1.0	141543
Q54GU4	1032	1.0	119128
Q54GU5	968	1.0	108860
Q54GU6	316	1.0	36993
Q54GU7	297	1.0	34070
Q54GU8	561	1.0	67327
Q54GU9	109	1.0	12687
Q54GV2	71	1.0	7711
Q54GV3	67	1.0	8492
Q54GV4	1508	1.0	167344
Q54GV5	289	1.0	33631
Q54GV6	1019	1.0	120747
Q54GV9	291	1.0	32944
Q54GW0	143	1.0	15580
Q54GW5	220	1.0	25784
Q54GW6	308	1.0	35928
Q54GW8	567	1.0	65937
Q54GW9	652	1.0	76286
Q54GX0	332	1.0	36881
Q54GX1	100	1.0	11754
Q54GX2	119	1.0	13594
Q54GX3	826	1.0	93476
Q54GX4	1283	1.0	151510
Q54GX6	439	1.0	50558
Q54GX8	859	1.0	102207
Q54GY0	235	1.0	27308
Q54GY1	186	1.0	21984
Q54GY2	802	1.0	89932
Q54GY3	218	1.0	26084
Q54GY7	4590	1.0	516769
Q54GY9	149	1.0	17016
Q54GZ1	188	1.0	21643
Q54GZ2	70	1.0	7624
Q54GZ3	1069	1.0	119138
Q54GZ4	608	1.0	69071
Q54GZ5	286	1.0	31614
Q54GZ6	206	1.0	22768
Q54GZ7	510	1.0	58347
Q54GZ9	100	1.0	10697
Q54H00	922	1.0	105797
Q54H01	606	1.0	70703
Q54H02	525	1.0	60026
Q54H03	1626	1.0	187468
Q54H04	331	1.0	38040
Q54H06	854	1.0	94499
Q54H07	366	1.0	41665
Q54H08	534	1.0	61195
Q54H09	481	1.0	56294
Q54H10	63	1.0	6898
Q54H11	98	1.0	11544
Q54H13	121	1.0	13258
Q54H14	475	1.0	53976
Q54H15	1966	1.0	226028
Q54H16	572	1.0	61177
Q54H17	390	1.0	43384
Q54H19	251	1.0	27876
Q54H20	173	1.0	18835
Q54H21	760	1.0	85126
Q54H22	397	1.0	44764
Q54H23	513	1.0	57261
Q54H24	1163	1.0	134828
Q54H26	94	1.0	11296
Q54H27	333	1.0	39029
Q54H28	1116	1.0	131617
Q54H29	137	1.0	15301
Q54H31	1563	1.0	177591
Q54H32	541	1.0	63116
Q54H33	186	1.0	20936
Q54H34	467	1.0	54669
Q54H35	163	1.0	18365
Q54H40	1419	1.0	166141
Q54H41	658	1.0	75022
Q54H43	555	1.0	62335
Q54H49	1125	1.0	121888
Q54H50	1236	1.0	148149
Q54H52	1704	1.0	185495
Q54H56	166	1.0	18909
Q54H57	119	1.0	13343
Q54H58	223	1.0	25573
Q54H59	933	1.0	104380
Q54H60	529	1.0	61338
Q54H61	897	1.0	106653
Q54H62	645	1.0	73066
Q54H63	868	1.0	105067
Q54H64	928	1.0	110650
Q54H65	287	1.0	33281
Q54H66	95	1.0	10108
Q54H70	59	1.0	6426
Q54H72	998	1.0	113426
Q54H73	287	1.0	32916
Q54H74	541	1.0	62069
Q54H77	339	1.0	40760
Q54H78	55	1.0	6518
Q54H79	353	1.0	41107
Q54H81	204	1.0	22321
Q54H82	289	1.0	32115
Q54H83	726	1.0	83003
Q54H84	740	1.0	80590
Q54H85	227	1.0	26511
Q54H87	237	1.0	26721
Q54H88	256	1.0	28492
Q54H89	513	1.0	58802
Q54H90	149	1.0	16386
Q54H91	46	1.0	4998
Q54H92	789	1.0	89754
Q54H93	257	1.0	30094
Q54H94	690	1.0	80364
Q54H95	1371	1.0	154507
Q54H96	1677	1.0	190378
Q54H97	145	1.0	16104
Q54H98	193	1.0	22740
Q54H99	521	1.0	60856
Q54HA0	1200	1.0	143214
Q54HA1	1092	1.0	129526
Q54HA6	246	1.0	28316
Q54HA7	1268	1.0	145515
Q54HA8	498	1.0	55578
Q54HB3	790	1.0	92930
Q54HB5	382	1.0	41585
Q54HB6	164	1.0	18584
Q54HB7	729	1.0	81851
Q54HB8	943	1.0	104289
Q54HC2	74	1.0	8630
Q54HC3	924	1.0	104553
Q54HC5	778	1.0	91344
Q54HC9	89	1.0	10227
Q54HD0	387	1.0	44204
Q54HD1	1224	1.0	144430
Q54HD3	546	1.0	62274
Q54HD5	76	1.0	8866
Q54HD7	562	1.0	64261
Q54HD8	541	1.0	61545
Q54HE1	407	1.0	47173
Q54HF3	1255	1.0	142902
Q54HF8	81	1.0	8367
Q54HG0	125	1.0	14855
Q54HG1	57	1.0	6614
Q54HG8	607	1.0	70969
Q54HH4	193	1.0	22243
Q54HH6	249	1.0	28799
Q54HI1	79	1.0	8846
Q54HI8	197	1.0	22676
Q54HI9	89	1.0	10347
Q54HJ0	134	1.0	14683
Q54HJ1	70	1.0	8264
Q54HJ3	507	1.0	59612
Q54HJ4	147	1.0	15721
Q54HJ5	171	1.0	19695
Q54HJ6	3930	1.0	431419
Q54HJ7	803	1.0	93997
Q54HJ8	156	1.0	16843
Q54HJ9	139	1.0	16493
Q54HK0	321	1.0	37553
Q54HK1	259	1.0	30314
Q54HK3	669	1.0	72935
Q54HK4	665	1.0	75354
Q54HK5	399	1.0	43105
Q54HK8	69	1.0	8447
Q54HK9	364	1.0	42702
Q54HL1	420	1.0	49094
Q54HL2	2174	1.0	248895
Q54HL5	123	1.0	13607
Q54HL8	846	1.0	96521
Q54HM1	54	1.0	6082
Q54HM2	556	1.0	61200
Q54HM4	630	1.0	73201
Q54HN0	245	1.0	28186
Q54HN1	418	1.0	46053
Q54HN2	683	1.0	78273
Q54HN5	1528	1.0	174082
Q54HP0	62	1.0	7366
Q54HP2	915	1.0	109540
Q54HP6	674	1.0	79248
Q54HP7	287	1.0	34549
Q54HP8	1007	1.0	117681
Q54HQ0	119	1.0	14291
Q54HQ1	145	1.0	17170
Q54HQ4	61	1.0	6280
Q54HQ5	132	1.0	15320
Q54HQ6	158	1.0	18188
Q54HR0	1275	1.0	152008
Q54HR1	366	1.0	41281
Q54HR3	311	1.0	35019
Q54HR4	333	1.0	37842
Q54HR5	1036	1.0	120509
Q54HR7	160	1.0	17712
Q54HR8	72	1.0	7779
Q54HR9	464	1.0	52361
Q54HS1	932	1.0	106063
Q54HS4	43	1.0	4926
Q54HS6	138	1.0	15814
Q54HS7	628	1.0	72253
Q54HS8	593	1.0	67135
Q54HT4	513	1.0	58415
Q54HT5	54	1.0	5350
Q54HT9	913	1.0	101867
Q54HU0	770	1.0	91831
Q54HU2	528	1.0	59468
Q54HU3	99	1.0	11170
Q54HU4	816	1.0	94896
Q54HU5	77	1.0	9323
Q54HU6	493	1.0	55887
Q54HU7	508	1.0	58810
Q54HU8	530	1.0	60484
Q54HU9	463	1.0	53332
Q54HV0	1825	1.0	210747
Q54HV1	308	1.0	35937
Q54HV3	1400	1.0	158905
Q54HV4	147	1.0	16481
Q54HV5	506	1.0	54889
Q54HV8	296	1.0	33820
Q54HW0	278	1.0	32352
Q54HW1	232	1.0	25307
Q54HW3	1026	1.0	120440
Q54HW5	359	1.0	40294
Q54HW6	63	1.0	7523
Q54HW7	323	1.0	36688
Q54HW9	107	1.0	11924
Q54HX0	98	1.0	11476
Q54HX1	158	1.0	17414
Q54HX2	110	1.0	13113
Q54HX9	267	1.0	30592
Q54HY2	572	1.0	64864
Q54HY7	90	1.0	10490
Q54HY9	446	1.0	51990
Q54HZ0	366	1.0	43010
Q54HZ1	294	1.0	32826
Q54HZ2	286	1.0	31685
Q54HZ3	255	1.0	29870
Q54HZ4	1673	1.0	188517
Q54HZ9	86	1.0	9756
Q54I00	784	1.0	88523
Q54I01	313	1.0	35171
Q54I03	449	1.0	51410
Q54I04	558	1.0	62740
Q54I05	340	1.0	38163
Q54I07	681	1.0	78218
Q54I08	73	1.0	8304
Q54I11	112	1.0	13247
Q54I14	1081	1.0	126846
Q54I15	244	1.0	27331
Q54I16	596	1.0	70326
Q54I17	152	1.0	17402
Q54I21	333	1.0	37033
Q54I22	331	1.0	36634
Q54I23	311	1.0	35148
Q54I26	512	1.0	58870
Q54I27	795	1.0	88914
Q54I28	217	1.0	25977
Q54I30	777	1.0	89864
Q54I31	428	1.0	48270
Q54I33	404	1.0	45566
Q54I35	418	1.0	46443
Q54I37	1319	1.0	150194
Q54I38	384	1.0	43940
Q54I40	170	1.0	19456
Q54I42	406	1.0	47870
Q54I44	916	1.0	99951
Q54I45	1392	1.0	158477
Q54I47	341	1.0	37802
Q54I50	113	1.0	13125
Q54I51	235	1.0	27771
Q54I54	202	1.0	23798
Q54I58	223	1.0	25780
Q54I59	709	1.0	79632
Q54I61	351	1.0	39062
Q54I62	146	1.0	17525
Q54I66	461	1.0	53852
Q54I67	146	1.0	18227
Q54I68	1035	1.0	119974
Q54I70	610	1.0	68498
Q54I73	1471	1.0	172398
Q54I74	61	1.0	6794
Q54I75	340	1.0	38538
Q54I76	100	1.0	11613
Q54I77	544	1.0	62938
Q54I83	418	1.0	48147
Q54I84	742	1.0	82303
Q54I85	187	1.0	21101
Q54I88	132	1.0	15348
Q54I93	317	1.0	35391
Q54I94	1186	1.0	126473
Q54I95	143	1.0	16911
Q54I96	139	1.0	16049
Q54I99	598	1.0	69668
Q54IA1	520	1.0	60215
Q54IA5	349	1.0	39569
Q54IA9	478	1.0	55837
Q54IB0	44	1.0	4953
Q54IB1	305	1.0	33584
Q54IB2	149	1.0	16842
Q54IB3	45	1.0	4975
Q54IB4	481	1.0	57468
Q54IB5	984	1.0	112267
Q54IB6	92	1.0	11299
Q54IB7	1332	1.0	152066
Q54IB8	457	1.0	53379
Q54IB9	79	1.0	8799
Q54IC0	151	1.0	16965
Q54IC2	105	1.0	12547
Q54IC3	43	1.0	5010
Q54IC4	371	1.0	42947
Q54IC6	662	1.0	76419
Q54IC7	148	1.0	17178
Q54IC8	424	1.0	48329
Q54ID1	97	1.0	11160
Q54ID2	995	1.0	111224
Q54ID3	966	1.0	109729
Q54ID5	316	1.0	34740
Q54ID6	1437	1.0	167263
Q54ID8	1007	1.0	113003
Q54ID9	1390	1.0	157415
Q54IE0	1398	1.0	157847
Q54IE1	829	1.0	93556
Q54IE5	304	1.0	34755
Q54IE7	878	1.0	97463
Q54IE9	701	1.0	80886
Q54IF1	560	1.0	62314
Q54IF3	506	1.0	58457
Q54IF4	947	1.0	113001
Q54IF5	375	1.0	42323
Q54IF6	375	1.0	42465
Q54IG0	161	1.0	18423
Q54IG2	722	1.0	82547
Q54IG3	456	1.0	49698
Q54IG4	493	1.0	57781
Q54IG8	69	1.0	7777
Q54IG9	202	1.0	24070
Q54IH0	84	1.0	10151
Q54IH1	372	1.0	41695
Q54IH3	42	1.0	4738
Q54IH4	192	1.0	21948
Q54IH9	1229	1.0	137298
Q54II2	124	1.0	14425
Q54II6	157	1.0	18055
Q54II7	1165	1.0	135717
Q54II9	48	1.0	5713
Q54IJ4	203	1.0	24142
Q54IJ5	202	1.0	23909
Q54IJ6	853	1.0	90648
Q54IJ7	887	1.0	95073
Q54IK3	585	1.0	65606
Q54IK4	905	1.0	107583
Q54IK5	601	1.0	69221
Q54IK7	114	1.0	13141
Q54IK8	465	1.0	53192
Q54IL0	599	1.0	69201
Q54IL1	581	1.0	69194
Q54IL2	913	1.0	104539
Q54IL4	131	1.0	16441
Q54IL8	309	1.0	35879
Q54IL9	146	1.0	17092
Q54IM0	197	1.0	22195
Q54IM1	196	1.0	22762
Q54IM4	82	1.0	9004
Q54IM5	150	1.0	16969
Q54IM6	450	1.0	49130
Q54IM9	499	1.0	56236
Q54IN0	220	1.0	24243
Q54IN4	700	1.0	79750
Q54IN5	394	1.0	45106
Q54IN6	263	1.0	30152
Q54IN8	771	1.0	87202
Q54IP3	275	1.0	31318
Q54IP5	94	1.0	10513
Q54IP7	524	1.0	62741
Q54IP8	323	1.0	36443
Q54IP9	564	1.0	66352
Q54IQ0	641	1.0	72381
Q54IQ1	407	1.0	46920
Q54IQ3	286	1.0	31609
Q54IQ4	62	1.0	7385
Q54IQ5	445	1.0	51636
Q54IQ6	237	1.0	28602
Q54IQ7	252	1.0	29656
Q54IQ8	235	1.0	27207
Q54IQ9	323	1.0	38771
Q54IR0	122	1.0	14050
Q54IR1	52	1.0	6110
Q54IR3	95	1.0	11134
Q54IR4	122	1.0	13487
Q54IR6	227	1.0	26391
Q54IR7	377	1.0	42753
Q54IR9	173	1.0	20686
Q54IS2	277	1.0	31941
Q54IS3	549	1.0	60463
Q54IS4	726	1.0	85110
Q54IS5	679	1.0	77716
Q54IT1	846	1.0	95174
Q54IT2	464	1.0	51799
Q54IT4	2041	1.0	229133
Q54IT5	719	1.0	81236
Q54IT6	265	1.0	31722
Q54IT7	557	1.0	61496
Q54IU0	503	1.0	55295
Q54IU1	440	1.0	51644
Q54IU2	83	1.0	9925
Q54IU3	201	1.0	24117
Q54IU5	414	1.0	47484
Q54IU6	528	1.0	60435
Q54IV2	1246	1.0	147021
Q54IV5	159	1.0	18926
Q54IV8	280	1.0	32906
Q54IW0	913	1.0	108154
Q54IW1	302	1.0	34125
Q54IW4	637	1.0	74525
Q54IW8	960	1.0	111568
Q54IW9	176	1.0	20042
Q54IX0	409	1.0	47810
Q54IX2	1251	1.0	142668
Q54IX4	324	1.0	37145
Q54IX5	267	1.0	30499
Q54IX7	1302	1.0	146101
Q54IX8	539	1.0	61068
Q54IX9	517	1.0	56266
Q54IY0	144	1.0	16512
Q54IY1	134	1.0	15835
Q54IY2	330	1.0	37541
Q54IY7	281	1.0	33559
Q54IY8	57	1.0	7074
Q54IY9	484	1.0	53337
Q54IZ0	127	1.0	14618
Q54IZ1	44	1.0	5086
Q54IZ2	113	1.0	13471
Q54IZ3	286	1.0	34089
Q54IZ4	109	1.0	13203
Q54IZ5	56	1.0	6911
Q54IZ6	228	1.0	25928
Q54IZ7	733	1.0	82002
Q54IZ8	484	1.0	56467
Q54J01	73	1.0	8703
Q54J02	88	1.0	10162
Q54J03	112	1.0	13366
Q54J04	212	1.0	25216
Q54J06	149	1.0	17470
Q54J10	370	1.0	44047
Q54J12	549	1.0	61541
Q54J13	96	1.0	10960
Q54J17	103	1.0	11956
Q54J19	168	1.0	18782
Q54J24	53	1.0	6528
Q54J25	334	1.0	37715
Q54J28	41	1.0	4682
Q54J30	382	1.0	44332
Q54J31	907	1.0	108279
Q54J36	217	1.0	25421
Q54J40	297	1.0	34855
Q54J43	1639	1.0	180802
Q54J44	208	1.0	24704
Q54J45	1364	1.0	153432
Q54J46	1401	1.0	156387
Q54J49	462	1.0	54702
Q54J51	281	1.0	32337
Q54J52	123	1.0	13725
Q54J53	490	1.0	55727
Q54J56	260	1.0	29686
Q54J58	51	1.0	5327
Q54J60	776	1.0	91825
Q54J61	137	1.0	15978
Q54J62	248	1.0	28531
Q54J63	797	1.0	90984
Q54J70	421	1.0	48518
Q54J81	402	1.0	45039
Q54J85	210	1.0	23920
Q54J87	1011	1.0	109657
Q54J90	95	1.0	11641
Q54J93	494	1.0	56107
Q54J95	163	1.0	18905
Q54J96	1476	1.0	163507
Q54J99	460	1.0	53075
Q54JA0	313	1.0	35141
Q54JA6	1488	1.0	162202
Q54JA7	479	1.0	55284
Q54JA8	704	1.0	81946
Q54JA9	432	1.0	49665
Q54JB1	91	1.0	8850
Q54JB2	335	1.0	38543
Q54JB4	72	1.0	7696
Q54JB5	41	1.0	5148
Q54JB6	371	1.0	42681
Q54JB7	183	1.0	20166
Q54JB8	947	1.0	108010
Q54JB9	48	1.0	5236
Q54JC2	246	1.0	26589
Q54JC3	108	1.0	12470
Q54JC4	567	1.0	66351
Q54JD0	86	1.0	9864
Q54JD1	215	1.0	25705
Q54JD8	393	1.0	44449
Q54JE2	912	1.0	103805
Q54JE5	254	1.0	29170
Q54JE6	264	1.0	30694
Q54JF0	277	1.0	32153
Q54JF1	943	1.0	110308
Q54JF3	157	1.0	17758
Q54JF4	183	1.0	21295
Q54JF5	132	1.0	15098
Q54JF6	929	1.0	103210
Q54JF7	1435	1.0	162343
Q54JG4	631	1.0	71114
Q54JG8	1082	1.0	127408
Q54JG9	713	1.0	78680
Q54JH2	337	1.0	37363
Q54JH3	116	1.0	14205
Q54JH5	209	1.0	24160
Q54JH7	589	1.0	68354
Q54JH8	346	1.0	38487
Q54JH9	2950	1.0	336221
Q54JI0	256	1.0	29073
Q54JI1	148	1.0	17140
Q54JI2	67	1.0	7773
Q54JI3	244	1.0	28479
Q54JI8	451	1.0	52578
Q54JJ0	283	1.0	32723
Q54JJ1	239	1.0	26452
Q54JJ4	251	1.0	29346
Q54JJ5	259	1.0	29014
Q54JJ7	1878	1.0	212433
Q54JJ8	319	1.0	35231
Q54JJ9	1369	1.0	156458
Q54JK1	1204	1.0	141007
Q54JK2	1405	1.0	163741
Q54JK3	100	1.0	10193
Q54JK5	276	1.0	31834
Q54JK6	382	1.0	44244
Q54JK7	839	1.0	94890
Q54JK8	303	1.0	34013
Q54JK9	716	1.0	80023
Q54JL1	414	1.0	46345
Q54JL2	1084	1.0	127098
Q54JL4	166	1.0	18668
Q54JL5	343	1.0	38781
Q54JL6	512	1.0	58870
Q54JL8	110	1.0	12806
Q54JL9	1864	1.0	207768
Q54JM0	210	1.0	23855
Q54JM1	47	1.0	5257
Q54JM2	540	1.0	62283
Q54JM4	406	1.0	46255
Q54JM7	384	1.0	46058
Q54JM8	210	1.0	24326
Q54JN1	712	1.0	79495
Q54JN2	68	1.0	8312
Q54JN3	402	1.0	45373
Q54JN4	168	1.0	20024
Q54JN5	458	1.0	52296
Q54JN6	494	1.0	57450
Q54JN7	604	1.0	66442
Q54JN8	647	1.0	71637
Q54JN9	89	1.0	10402
Q54JP0	268	1.0	29523
Q54JP2	66	1.0	7246
Q54JP4	158	1.0	17601
Q54JP6	488	1.0	55937
Q54JP7	1194	1.0	137574
Q54JP8	250	1.0	29511
Q54JP9	69	1.0	7891
Q54JQ0	62	1.0	7357
Q54JQ6	688	1.0	79636
Q54JQ7	920	1.0	108466
Q54JQ9	606	1.0	68778
Q54JR1	411	1.0	45891
Q54JR3	483	1.0	55935
Q54JR4	245	1.0	28282
Q54JR5	177	1.0	20343
Q54JR6	133	1.0	15725
Q54JR7	1447	1.0	157513
Q54JR8	542	1.0	62864
Q54JS1	461	1.0	52498
Q54JS3	165	1.0	18877
Q54JS4	165	1.0	18745
Q54JS6	732	1.0	85335
Q54JS9	317	1.0	37523
Q54JT0	102	1.0	11111
Q54JT1	283	1.0	31944
Q54JT3	1574	1.0	177487
Q54JT4	1929	1.0	181154
Q54JT9	695	1.0	78662
Q54JU2	222	1.0	26543
Q54JU6	93	1.0	10642
Q54JU7	93	1.0	10861
Q54JU9	68	1.0	7872
Q54JV3	165	1.0	18372
Q54JV4	183	1.0	18928
Q54JV7	611	1.0	71164
Q54JV9	115	1.0	13221
Q54JW1	44	1.0	5145
Q54JW3	438	1.0	48708
Q54JW4	260	1.0	29697
Q54JW6	532	1.0	61902
Q54JW7	484	1.0	53339
Q54JW8	379	1.0	42518
Q54JX1	296	1.0	33990
Q54JX4	401	1.0	45017
Q54JX5	568	1.0	65667
Q54JX6	128	1.0	15094
Q54JX9	957	1.0	112152
Q54JY0	199	1.0	22876
Q54JY1	427	1.0	48423
Q54JY3	187	1.0	21229
Q54JY5	2286	1.0	253934
Q54JY6	459	1.0	53259
Q54JY8	141	1.0	15783
Q54JZ1	56	1.0	5875
Q54JZ2	571	1.0	65281
Q54JZ4	346	1.0	40114
Q54JZ5	59	1.0	7148
Q54JZ6	401	1.0	46570
Q54JZ7	48	1.0	5481
Q54JZ8	474	1.0	54201
Q54JZ9	315	1.0	36097
Q54K01	883	1.0	102667
Q54K03	373	1.0	40458
Q54K04	1461	1.0	164045
Q54K05	298	1.0	33243
Q54K06	742	1.0	82771
Q54K08	678	1.0	76795
Q54K12	421	1.0	44950
Q54K15	298	1.0	34265
Q54K16	334	1.0	37050
Q54K17	202	1.0	21874
Q54K18	678	1.0	77357
Q54K26	437	1.0	50939
Q54K27	107	1.0	12893
Q54K28	210	1.0	24453
Q54K29	93	1.0	10296
Q54K30	735	1.0	79998
Q54K31	1222	1.0	139125
Q54K36	981	1.0	113530
Q54K37	558	1.0	65165
Q54K41	173	1.0	19213
Q54K43	782	1.0	90244
Q54K45	239	1.0	26649
Q54K46	337	1.0	38483
Q54K51	539	1.0	62282
Q54K52	107	1.0	12179
Q54K53	132	1.0	15511
Q54K58	339	1.0	38557
Q54K59	479	1.0	54431
Q54K60	1350	1.0	159690
Q54K61	267	1.0	30433
Q54K63	296	1.0	31915
Q54K64	415	1.0	46672
Q54K65	192	1.0	22189
Q54K71	128	1.0	13917
Q54K72	379	1.0	41963
Q54K73	375	1.0	43349
Q54K75	669	1.0	76545
Q54K76	280	1.0	30879
Q54K77	609	1.0	68795
Q54K78	465	1.0	55214
Q54K80	615	1.0	70577
Q54K82	382	1.0	45844
Q54K84	77	1.0	9238
Q54K85	431	1.0	49840
Q54K86	499	1.0	59336
Q54K87	118	1.0	13999
Q54K88	84	1.0	9487
Q54K89	171	1.0	20035
Q54K90	257	1.0	29109
Q54K93	116	1.0	13411
Q54K94	1608	1.0	183570
Q54K98	1312	1.0	154735
Q54KA0	1264	1.0	144048
Q54KA1	374	1.0	43351
Q54KA4	681	1.0	81520
Q54KA6	626	1.0	75135
Q54KA8	647	1.0	71974
Q54KB0	269	1.0	30047
Q54KB3	358	1.0	39811
Q54KB4	327	1.0	37038
Q54KB5	333	1.0	37114
Q54KB6	348	1.0	39052
Q54KB9	87	1.0	9973
Q54KC0	451	1.0	51572
Q54KC1	422	1.0	49047
Q54KC3	554	1.0	62516
Q54KC4	237	1.0	26365
Q54KC5	186	1.0	22164
Q54KC6	1012	1.0	113567
Q54KC7	221	1.0	25413
Q54KC8	765	1.0	88716
Q54KD2	53	1.0	6623
Q54KD3	152	1.0	17133
Q54KD6	670	1.0	75573
Q54KD7	280	1.0	32248
Q54KE0	768	1.0	90121
Q54KE1	292	1.0	34451
Q54KE2	374	1.0	43237
Q54KE3	169	1.0	19694
Q54KE4	280	1.0	33136
Q54KE5	1076	1.0	118869
Q54KE7	207	1.0	23907
Q54KE9	990	1.0	116258
Q54KF0	310	1.0	36535
Q54KF2	777	1.0	89349
Q54KF4	285	1.0	33332
Q54KG2	559	1.0	66357
Q54KG4	481	1.0	54571
Q54KG6	41	1.0	4685
Q54KG9	171	1.0	19434
Q54KH0	780	1.0	89090
Q54KH2	322	1.0	36033
Q54KH3	174	1.0	19569
Q54KH4	278	1.0	32387
Q54KH5	245	1.0	29340
Q54KH6	701	1.0	81147
Q54KH8	295	1.0	32337
Q54KH9	91	1.0	10403
Q54KI1	711	1.0	81533
Q54KI2	72	1.0	7709
Q54KI6	430	1.0	49128
Q54KI7	220	1.0	25334
Q54KI8	132	1.0	15604
Q54KI9	348	1.0	38678
Q54KJ2	1558	1.0	177118
Q54KJ3	73	1.0	8639
Q54KJ4	497	1.0	58193
Q54KJ5	674	1.0	77912
Q54KJ6	111	1.0	12927
Q54KJ7	199	1.0	22648
Q54KJ9	180	1.0	20151
Q54KK0	285	1.0	32698
Q54KK1	340	1.0	38637
Q54KK3	1054	1.0	117035
Q54KK4	506	1.0	55793
Q54KK5	504	1.0	55265
Q54KK6	421	1.0	47667
Q54KK8	50	1.0	5882
Q54KK9	1472	1.0	169057
Q54KL1	80	1.0	9653
Q54KL2	337	1.0	37800
Q54KL3	1333	1.0	148890
Q54KL4	752	1.0	84382
Q54KL7	728	1.0	81196
Q54KL8	489	1.0	54881
Q54KL9	70	1.0	7704
Q54KM2	312	1.0	36884
Q54KM4	294	1.0	33934
Q54KM5	504	1.0	55767
Q54KN0	770	1.0	86666
Q54KN1	286	1.0	33392
Q54KN3	208	1.0	24110
Q54KN8	701	1.0	77212
Q54KN9	247	1.0	28468
Q54KP0	63	1.0	7212
Q54KP3	135	1.0	15395
Q54KP4	1144	1.0	132384
Q54KP5	370	1.0	42141
Q54KP6	511	1.0	60369
Q54KP9	174	1.0	18540
Q54KQ0	97	1.0	11651
Q54KQ1	112	1.0	12932
Q54KQ5	230	1.0	26805
Q54KQ8	272	1.0	32103
Q54KR0	364	1.0	41669
Q54KR2	1524	1.0	173991
Q54KR3	164	1.0	18995
Q54KR4	55	1.0	6081
Q54KR7	159	1.0	17912
Q54KS0	309	1.0	35321
Q54KS1	530	1.0	57270
Q54KS2	1058	1.0	113514
Q54KS3	517	1.0	59143
Q54KS5	70	1.0	8384
Q54KS6	60	1.0	7124
Q54KS7	56	1.0	6531
Q54KT0	271	1.0	31261
Q54KT1	94	1.0	11204
Q54KT2	72	1.0	8561
Q54KT3	207	1.0	24161
Q54KT4	398	1.0	46455
Q54KT5	596	1.0	69284
Q54KT6	749	1.0	84025
Q54KT8	139	1.0	15502
Q54KU0	1577	1.0	181082
Q54KU1	222	1.0	25976
Q54KU2	498	1.0	55879
Q54KU4	278	1.0	32449
Q54KU6	1049	1.0	119024
Q54KU7	156	1.0	18494
Q54KU8	163	1.0	18817
Q54KU9	162	1.0	18814
Q54KV1	315	1.0	35739
Q54KV2	584	1.0	67115
Q54KV3	279	1.0	31756
Q54KV5	406	1.0	48437
Q54KV7	472	1.0	50819
