wt_0h_a	wt_0h_b	wt_0h_c	wt_2h_a	wt_2h_b	wt_2h_c	wt_4h_a	wt_4h_b	wt_4h_c	wt_8h_a	wt_8h_b	wt_8h_c	wt_10h_a	wt_10h_b	wt_10h_c	GENE_ID	Gene_Name	Synonyms	Gene_products	UniProt_ID
21.46094	20.72940	21.53727	21.36538	21.42708	21.24714	21.46869	21.01640	20.97497	21.39529	21.86579	20.73296	21.87041	21.92222	21.16157	DDB_G0276919	pldG	GPI-PLD, PLD	glycosylphosphatidylinositol phospholipase D	Q86AV9
27.54645	27.51013	27.75878	27.48828	27.63390	27.64858	27.69801	27.68392	27.50858	27.79239	27.66619	27.71413	27.63631	27.62371	27.74019	DDB_G0277743	guaD	GDA	guanine deaminase	Q86AW9
26.36292	26.32721	26.18672	26.18712	26.09998	26.35247	26.17156	26.01669	26.07674	26.13438	25.95631	25.99717	26.02640	25.92029	25.98228	DDB_G0277727	uroc1	NA	urocanate hydratase, urocanase	Q86AX3
25.37958	25.31384	25.63220	25.01476	24.92532	24.10741	24.53908	25.32979	24.94204	24.13736	24.62176	24.41750	24.25052	24.43857	24.10009	DDB_G0272781	pmmB	PMM	phosphomannomutase B	Q86B09
28.00795	28.01754	27.95750	27.94221	27.99399	27.90576	27.93868	27.98104	27.99447	27.91008	28.11718	27.98187	28.09887	27.89193	28.00292	DDB_G0272078	eif3A	eif3s10, eIF-3 theta, eukaryotic translation initiation factor 3 (eIF3) subunit 10	eukaryotic translation initiation factor 3 (eIF3) subunit A	Q86B20
26.29186	26.25921	26.41015	26.42188	26.45078	26.43974	26.52430	26.52416	26.47177	26.66795	26.59529	26.44151	26.50284	26.56925	26.38122	DDB_G0281569	tor	FRAP family protein kinase Tor, serine/threonine protein kinase Tor, TORC1 protein kinase Tor, TORC2 protein kinase Tor	TOR complex protein kinase Tor	Q86C65
27.00446	27.02625	26.60920	26.79496	27.08996	27.19180	27.44695	27.40373	27.52542	27.01318	27.29446	27.43752	27.16771	27.12226	27.49873	DDB_G0286191	atg8a	APG8	autophagy protein 8a	Q86CR8
23.82295	23.96947	24.20723	23.56901	23.70990	24.30303	24.01622	23.48130	23.54086	24.49525	23.83682	23.28149	23.42165	23.62358	24.61984	DDB_G0271096	atg7	APG7, E1-like enzyme family protein	autophagy protein 7	Q86CR9
26.97973	26.97268	26.86236	27.09418	27.07186	26.76698	26.90160	27.00375	26.96795	26.59242	26.89852	26.88209	26.98524	26.66677	26.74909	DDB_G0275759	rpa1	polr1a, rpaA	RNA polymerase I, largest subunit	Q86H36
22.72141	22.46605	21.66173	20.68071	22.92458	21.93366	22.66028	21.56907	22.76012	22.75059	22.01820	21.13680	20.74955	22.83815	21.07689	DDB_G0275655	malaS	AlaRS	alanyl-tRNA synthetase, alanine-tRNA ligase, putative mitochondrial alanyl-tRNA synthetase, putative mitochondrial alanine-tRNA ligase	Q86H43
28.55794	28.72643	28.71923	28.38025	28.75657	28.37333	28.44352	28.65365	28.32962	28.25664	28.19659	28.31653	28.37148	28.07155	28.38045	DDB_G0275651	elp2	NA	WD-40 repeat-containing protein, elongation protein 2, RNA polymerase II elongator complex subunit	Q86H45
21.40865	23.76313	22.47621	24.07900	23.99225	24.32784	23.39075	20.68225	23.41483	22.88452	22.85857	23.09141	22.50659	23.43675	23.33997	DDB_G0275645	acn9	NA	ACN9 family protein	Q86H49
28.24087	27.99632	28.19519	28.51670	28.43148	28.41448	28.52944	28.52438	28.44268	28.36686	28.34429	28.34047	27.79484	28.17304	28.06148	DDB_G0275525	hspK	NA	heat shock protein Hsp20 domain-containing protein, putative alpha-crystallin-type heat shock protein	Q86H60
27.57980	27.60323	27.72331	27.57160	27.73890	27.75657	27.66093	27.59914	27.60565	27.67591	27.42433	27.52115	27.62105	27.43004	27.59207	DDB_G0275555	DDB_G0275555	NA	glutaredoxin family protein	Q86H62
25.82571	25.96316	26.07535	26.05071	26.21031	26.28867	26.17587	26.32106	26.40516	26.71742	26.42930	26.55301	26.28725	26.42553	26.51819	DDB_G0275573	vps32	Ddvps32	SNF7 family protein	Q86H98
24.58988	24.48165	24.31290	24.08137	24.23805	22.98237	23.12673	22.95627	23.45391	21.29573	22.44788	20.96491	21.05021	21.89514	21.84577	DDB_G0276475	cfaC	NA	counting factor associated protein	Q86HB8
26.24850	26.20864	26.05850	26.02458	25.84205	26.30312	26.01857	25.73824	25.68278	25.27535	25.17891	25.37024	24.47303	25.06556	24.71583	DDB_G0276411	mrt4	NA	ribosomal protein L10 family protein, mRNA turnover protein 4	Q86HD3
26.28732	26.25837	25.90740	26.18991	26.18650	26.21116	26.23164	26.36638	26.27722	26.31157	26.36276	26.27149	26.21155	26.10293	26.19554	DDB_G0271858	gmppA	mpgB	GTP:alpha-D-mannose-1-phosphate guanylyltransferase, mannose-1-phosphate guanylyltransferase alpha	Q86HG0
24.02752	23.90940	23.91411	23.87467	23.91338	24.24585	24.14444	24.15467	24.42582	24.38235	24.47372	24.29893	23.85731	23.67906	23.92644	DDB_G0274871	hgsB	NA	hydroxymethylglutaryl-CoA synthase	Q86HL5
26.48324	26.28661	26.32492	26.28713	26.19581	26.15673	25.93657	26.13665	26.03122	25.54878	25.56503	26.00059	25.64475	25.39716	25.46871	DDB_G0274457	coq9	NA	ubiquinone biosynthesis protein	Q86HS0
24.78601	24.98470	24.86590	24.96471	24.99116	24.56455	24.19934	24.59548	24.40965	21.91148	23.81995	22.76930	21.91144	21.42114	22.15398	DDB_G0274441	psiL	NA	PA14 domain-containing protein	Q86HT1
25.43078	21.29319	21.23792	21.24890	21.00545	21.06659	25.13671	21.55426	21.25420	25.36809	25.37876	21.37138	25.01747	25.41609	25.16356	DDB_G0274439	DDB_G0274439	NA	bolA family protein	Q86HT3
27.74152	27.91276	28.00202	27.80264	27.97231	28.09621	27.61461	27.77206	27.59447	27.12078	27.13058	26.91779	27.14171	26.39381	26.77646	DDB_G0276427	osbF	NA	oxysterol binding family protein, member 6	Q86HV4
28.20141	28.30531	28.20240	28.15089	28.08303	27.93974	28.42597	28.26085	28.29938	28.61670	28.34100	28.34123	28.43659	27.99684	28.33685	DDB_G0276425	nutf2	NA	nuclear transport factor 2	Q86HW7
29.61856	29.51559	29.52332	29.34564	29.38132	29.46113	29.36713	29.42916	29.42662	29.23647	29.19171	29.45827	29.02833	29.18329	29.42510	DDB_G0276417	pdhB	NA	pyruvate dehydrogenase E1 beta subunit	Q86HX0
25.17383	25.17071	25.15467	25.07931	24.99468	24.57592	25.22409	25.01461	25.08013	25.14334	25.14018	24.99660	25.07927	25.01641	24.87518	DDB_G0275055	commd7	NA	COMM domain-containing protein 7	Q86I14
25.66367	25.90264	21.28297	25.75758	26.08544	26.15140	26.00557	25.62966	25.74178	25.83659	25.14809	25.75501	21.32971	25.48712	25.81774	DDB_G0275071	fahd1	NA	Fumarylacetoacetate (FAA) hydrolase domain-containing protein	Q86I22
24.05889	23.83223	24.02114	26.06015	26.36787	26.50788	26.82717	27.09628	27.33824	26.70456	27.13144	27.20903	26.26508	27.14403	26.82342	DDB_G0275161	DDB_G0275161	NA	unknown	Q86I43
29.58600	29.63574	29.69839	29.72034	29.89714	30.11653	29.92955	29.83852	29.83360	30.44446	30.11265	30.37306	30.45830	30.43563	30.78233	DDB_G0276141	pdi1	PDI, Dd-PDI	protein disulfide isomerase	Q86IA3
29.43522	29.37991	29.25646	29.28984	29.44317	29.15053	29.41981	29.29573	29.13331	29.35098	29.33061	29.21399	29.15868	29.29002	29.27797	DDB_G0275501	omt6	NA	O-methyltransferase family 3 protein	Q86IC8
26.89580	26.98104	26.73620	26.86704	26.94224	26.95780	27.09385	26.95843	27.10643	27.26888	26.98644	27.27337	27.18514	27.49606	27.33689	DDB_G0275499	omt5	NA	O-methyltransferase family 3 protein	Q86IC9
24.01058	23.72656	24.14778	24.00969	23.92312	25.12969	23.33781	23.53182	23.47916	21.61082	21.14092	20.36806	20.80685	21.43005	19.70534	DDB_G0272694	gacH	RacGAP	RhoGAP domain-containing protein	Q86IG9
27.04645	27.13170	27.27237	27.26212	27.18680	27.45726	27.52410	27.35954	27.37949	28.15904	27.81997	27.85029	28.10375	28.14374	28.03315	DDB_G0272566	psmD14	SKS1	26S proteasome non-ATPase regulatory subunit 14, putative multidrug resistance protein	Q86IJ1
25.85698	25.66817	25.72975	25.63551	25.71894	25.49093	25.74787	25.74045	25.58205	25.78157	25.53725	25.66641	25.54545	25.43379	25.67197	DDB_G0272668	ppr2	ppp4r2	protein phosphatase 4 regulatory subunit 2	Q86IL5
28.13524	28.28516	27.90797	28.05672	27.99466	28.18473	28.16059	28.02057	28.00709	27.92288	28.10102	28.01012	28.08719	27.65794	27.99161	DDB_G0274775	phdI	NA	pleckstrin homology (PH) domain-containing protein	Q86IV4
31.71387	31.73891	31.93277	31.68028	31.76359	31.59156	31.20338	31.87750	31.52842	30.22367	30.73205	30.73287	28.78664	29.87227	30.34904	DDB_G0274597	ctnA	countin, Countin counting factor complex component	CF complex subunit Countin	Q86IV5
25.01984	25.15784	21.65961	21.24647	25.29259	25.07909	24.96057	25.43121	25.30306	24.71725	24.93277	24.76296	25.03018	24.72135	24.72471	DDB_G0274359	cbpK	CBP11	calcium-binding protein, NCS-1/frequenin-related protein	Q86IV7
21.05833	21.18299	28.65672	24.40115	28.47314	28.09468	28.33348	28.24782	28.26575	26.01512	26.34380	26.40688	26.50825	25.97619	25.70772	DDB_G0274347	DDB_G0274347	NA	NA	Q86IW5
25.28183	24.96972	25.23718	25.12093	25.26675	25.14417	25.15674	25.27383	24.87882	25.23152	24.46890	24.83643	25.51286	24.63649	24.97367	DDB_G0274791	commd5	NA	COMM domain-containing protein 5	Q86IW8
22.27758	21.48889	21.83302	23.02516	23.61186	23.08164	23.37689	23.30768	21.45111	23.69631	23.65195	21.04153	21.01741	23.72094	23.75789	DDB_G0274593	dst1	DstA	STE20 family protein kinase Dst1	Q86IX1
21.31673	23.30470	23.47728	21.54452	20.66634	22.79002	21.03035	21.90820	22.00535	21.68920	21.10600	21.44055	21.42815	19.91360	22.55613	DDB_G0274591	dolpp1	NA	dolichyldiphosphatase 1	Q86IX2
24.42803	21.23938	21.43701	20.65774	21.62806	21.47787	25.14720	21.54290	22.19498	25.32469	25.35619	25.70429	24.93927	25.84568	24.96679	DDB_G0274311	DDB_G0274311	NA	GRIM-19 domain-containing protein, NADH-ubiquinone oxidoreductase	Q86IZ2
22.74394	22.15847	22.78225	22.92773	22.83286	20.77039	22.91256	22.27533	22.85825	23.29478	22.59371	22.59044	22.24782	22.68324	22.19084	DDB_G0274313	pex4	NA	putative ubiquitin-conjugating enzyme E2, peroxisomal biogenesis factor 4, peroxin 4	Q86IZ3
24.64561	24.47208	23.90064	21.16673	24.59782	24.54693	24.59251	24.52593	24.15319	24.44035	24.53481	24.21752	24.36845	22.84436	23.80025	DDB_G0274325	ddx52	NA	putative RNA helicase, DEAD/DEAH box helicase	Q86IZ9
24.46162	24.37305	25.21010	25.12034	24.75180	25.31668	25.33752	24.76096	24.80926	25.48168	25.52412	25.52605	25.98305	25.12184	25.63430	DDB_G0274269	DDB_G0274269	NA	putative histone acetyltransferase	Q86J12
26.22715	26.38505	26.08925	26.22787	26.31923	26.03315	26.46622	26.23785	26.04646	26.28080	26.00447	26.02881	25.87138	25.34262	26.33666	DDB_G0274833	mapksp1	NA	mitogen-activated protein kinase kinase 1-interacting protein, mitogen-activated protein kinase scaffold protein 1	Q86J23
28.57076	28.58223	28.77902	28.64802	28.57870	28.71755	28.76177	28.78832	28.71058	29.23192	29.01646	29.08826	29.21687	29.01413	29.23827	DDB_G0276917	psmC2	NA	26S proteasome ATPase 2 subunit, 26S protease regulatory subunit 7	Q86JA1
25.72613	25.51328	25.56674	26.00210	25.54656	25.54610	25.49668	25.80172	25.80260	25.90567	25.80396	25.86101	26.02775	26.16158	25.80584	DDB_G0276359	sec11	NA	microsomal signal peptidase subunit	Q86JD4
25.97553	25.91342	25.97729	25.99332	26.00949	26.62663	26.56869	26.33386	26.25669	26.39744	26.46409	26.54212	25.88071	26.46727	26.17227	DDB_G0272130	DDB_G0272130	NA	recoverin family protein	Q86JE1
23.94380	23.33446	23.77353	23.74292	23.80638	22.10119	24.11323	23.91533	23.78044	24.18353	23.85812	23.63100	21.29936	23.78080	22.75636	DDB_G0271512	trmt61	NA	tRNA(m1A58)-methyltransferase subunit, tRNA (adenine-N(1)-)-methyltransferase catalytic subunit	Q86JJ0
23.99261	25.04540	23.34698	24.57971	24.61621	24.36392	24.84419	25.16801	24.71226	24.88855	24.53561	25.05281	24.28467	24.59994	24.71575	DDB_G0277677	rpb11	polr2j	RNA polymerase II core subunit	Q86JJ5
24.44874	24.73903	24.73888	24.69062	24.63675	24.99573	24.53067	24.74135	24.51348	24.73095	25.09928	24.94545	25.20272	24.89711	24.94865	DDB_G0271742	DDB_G0271742	NA	UPF0548 family protein	Q86JL6
26.40774	27.15569	26.87425	26.80568	26.72426	26.97508	26.60161	26.77426	26.37704	26.27759	25.58337	26.22157	24.82542	26.09055	26.16864	DDB_G0272012	DDB_G0272012	NA	GNS1/SUR4 family protein	Q86JM5
26.13697	25.76587	26.14468	26.08455	25.94674	26.01596	26.44383	26.14995	25.83496	26.47162	26.06261	26.29172	26.03907	25.71313	26.21101	DDB_G0271984	rab5A	NA	Rab GTPase	Q86JP3
31.09758	31.13539	30.74574	30.76306	30.73131	31.07255	30.89100	30.74229	30.83707	30.83874	31.08670	30.96420	30.78925	30.79369	30.66755	DDB_G0273983	rpl15-2	rpl15	S60 ribosomal protein L15	Q86K01
26.14430	26.27879	26.22048	26.51890	26.40371	26.37316	26.37081	26.40435	26.39691	26.31632	26.44754	26.29049	26.38390	26.37775	26.34759	DDB_G0272875	cpnB-1	cpnB	copine B	Q86K21
26.67589	26.74404	26.93284	26.85950	27.05372	26.90065	26.86929	27.02534	27.05897	27.32432	27.15894	27.12343	27.19917	27.24243	27.09935	DDB_G0277267	ube2n	NA	putative ubiquitin-conjugating enzyme E2	Q86K32
22.43470	22.37297	23.09485	21.04058	22.18883	24.42718	22.40022	21.78209	21.91821	23.86108	21.46971	23.28502	22.53177	23.02033	23.57394	DDB_G0277149	DDB_G0277149	NA	TPR repeat-containing protein, tetratricopeptide repeat-containing protein	Q86K48
25.22255	25.42408	25.43565	25.24935	25.27748	25.70656	25.20974	24.91866	25.18823	25.20983	24.81506	25.15971	24.94357	24.31179	25.32879	DDB_G0277195	mrps17	rps17	ribosomal protein S17, mitochondrial	Q86K64
25.30297	25.08986	24.83472	25.05428	25.15062	25.26918	25.06862	25.16662	25.09477	25.35608	25.35785	25.07454	25.37303	25.36063	25.32534	DDB_G0277135	trappc3	NA	trafficking protein particle complex subunit 3	Q86K94
27.65515	27.73797	27.86559	27.78102	27.80508	27.73538	27.60372	27.96113	28.21536	26.92270	27.63958	27.60918	26.37777	27.36756	27.36526	DDB_G0274181	lyEh1	NA	Entamoeba-type lysozyme protein 1	Q86KC1
25.99882	25.51821	25.37837	24.62547	24.92053	25.68184	25.42202	25.69818	25.24045	25.54923	24.24976	24.94734	25.46654	25.08158	25.40430	DDB_G0274169	DDB_G0274169	NA	bolA family protein	Q86KD0
28.53673	28.56618	28.60092	28.54777	28.58205	28.60769	28.74243	28.62383	28.47719	28.99760	28.63702	28.80773	28.76298	28.73226	28.93362	DDB_G0274167	cand1	NA	HEAT repeat-containing protein, cullin-associated neddylation-disassociated protein 1	Q86KD1
21.83116	20.99077	21.16094	21.64030	21.51341	21.49389	23.55123	25.17708	26.21981	23.04806	23.94812	25.75742	22.70290	23.40053	25.58145	DDB_G0276953	hspG9	NA	heat shock protein Hsp20 domain-containing protein	Q86KF5
26.37632	26.32826	26.36260	26.43125	26.40776	26.20163	26.50105	26.45151	26.47781	26.63810	26.45005	26.48069	26.44758	26.55010	26.47326	DDB_G0273439	ap2a1-1	ap2a1	adaptor-related protein complex 2, alpha subunit, alpha adaptin	Q86KI1
21.67935	20.84758	22.96077	22.44090	22.52241	21.53621	22.31664	23.24522	21.44585	22.19664	21.22561	21.23150	22.71014	22.47726	22.74081	DDB_G0274241	bre1	NA	RING zinc finger-containing protein, RmlC-like cupin family protein	Q86KL1
26.00663	26.36486	26.28720	25.81638	25.89219	26.18136	26.10232	25.94735	26.07275	26.11063	26.04107	26.25529	26.14975	26.15921	26.36073	DDB_G0271910	DDB_G0271910	NA	PUA domain-containing protein, MCTS1 family protein	Q86KL4
28.08907	28.01121	28.07343	27.90771	27.83680	27.81583	27.71680	27.84982	27.85167	27.71661	27.73600	27.74005	27.72721	27.59747	27.68800	DDB_G0277733	valS1	valS, ValRS	valyl tRNA synthetase, valine-tRNA ligase	Q86KU2
27.25154	27.24620	27.05976	27.08355	27.13333	27.08526	27.10156	27.06183	26.97608	27.19636	27.10440	26.89845	27.07026	26.99567	26.95143	DDB_G0277725	thfA	NA	methylenetetrahydrofolate dehydrogenase (NAD+)	Q86KU6
21.72113	21.58289	22.24018	21.85369	21.15063	22.70771	22.08780	21.20059	21.86255	22.54909	21.36946	20.99889	21.74578	22.79983	22.57905	DDB_G0272348	trafI	DdTRAFi	TNF receptor-associated factor I	Q86KX6
26.17618	25.92768	26.19118	25.75440	25.82533	25.97355	25.16064	25.83013	25.72804	25.87533	25.75586	27.52866	29.32546	25.67787	26.03773	DDB_G0272324	sbds	NA	Shwachman-Bodian-Diamond syndrome protein	Q86KZ5
27.15963	27.11078	27.19592	27.11819	27.07205	27.21581	27.12304	27.08756	27.07705	26.98599	26.80143	27.20360	26.73700	27.08011	27.11890	DDB_G0276947	trap1	Dd-trap1	heat shock protein Hsp90 family protein	Q86L04
31.24615	31.14694	31.01577	31.15725	31.20139	31.18844	31.29278	31.09220	31.02742	31.13064	31.14120	31.07361	30.93728	31.20358	31.02878	DDB_G0276871	rpl10a	NA	S60 ribosomal protein L10a	Q86L05
29.75439	29.77652	29.86088	29.68390	29.69873	29.72272	29.66496	29.67792	29.63699	29.69817	29.60168	29.66311	29.71562	29.15997	29.70571	DDB_G0277087	purH	NA	AICAR transformylase / IMP cyclohydrolase, inosine monophosphate cyclohydrolase / phosphoribosylaminoimidazolecarboxamide formyltransferase	Q86L14
29.09253	29.03986	28.83231	29.16441	29.13009	28.99812	29.10062	28.89638	29.16185	28.93183	28.95119	29.11580	28.84051	29.43856	29.14806	DDB_G0276837	DDB_G0276837	NA	NA	Q86L28
24.02022	24.23389	23.59256	24.15792	24.22049	25.03229	24.81473	24.28116	24.02809	24.20678	24.45615	24.53092	24.18003	24.38772	23.95241	DDB_G0272857	rapB	Ras GTPase RapB, Ras superfamily GTPase	Rap GTPase RapB	Q86L51
27.26593	27.39457	27.28229	27.26082	27.28005	27.18128	27.35020	27.13927	27.19659	27.51638	27.17823	27.36635	27.18991	27.39925	27.46589	DDB_G0272076	eif3L	eif3eip, eif3s6ip, eukaryotic translation initiation factor 3 (eIF3) subunit E-interacting protein, eukaryotic translation initiation factor 3 (eIF3) subunit 6-interacting protein	eukaryotic translation initiation factor 3 (eIF3) subunit L	Q86LA2
24.68517	21.26359	25.73235	25.04339	25.64885	20.87474	24.80371	25.63848	25.28045	25.44876	25.15507	25.32142	25.08813	25.32365	25.32066	DDB_G0288375	lis1	NA	Lissencephaly-1 homolog	Q8I0F4
30.85670	30.81188	30.85580	30.79066	30.70740	30.59549	30.63804	30.69865	30.76106	30.34889	30.30087	30.61863	30.34913	30.38134	30.50875	DDB_G0293298	mhsp70	NA	Stress-70 protein, mitochondrial	Q8I0H7
25.43423	25.14626	25.58786	25.35076	25.43725	25.58547	24.80983	25.65822	25.57499	24.43400	24.45512	24.79639	23.82597	24.30150	21.35260	DDB_G0288511	sadA	NA	substrate adhesion molecule	Q8I7T3
26.86234	26.79981	26.95293	26.96610	26.91191	26.90137	26.83020	26.95458	26.92714	26.82069	26.81328	26.72435	26.79839	26.62558	26.79676	DDB_G0281957	ap1g1	aptC	clathrin-adaptor gamma chain, AP-1 complex gamma 1 subunit, gamma adaptin	Q8I8U2
20.92945	21.67570	21.39342	21.23789	21.43803	21.37831	21.10796	21.89837	21.58677	24.26628	23.60771	23.86951	24.17344	24.22132	20.69793	DDB_G0275703	gefN	RasGEFN, RasGEF	Ras guanine nucleotide exchange factor	Q8IS12
23.84648	24.07868	23.36099	24.09392	24.63753	24.27234	24.07947	24.26354	24.22877	23.81512	24.07225	23.44597	23.68059	23.41132	23.87007	DDB_G0277913	gefJ	RasGEFJ, RasGEF	Ras guanine nucleotide exchange factor	Q8IS14
24.90157	24.69170	24.40353	24.52597	24.63050	24.52133	24.56554	24.19326	24.38121	23.90121	23.69728	23.84939	23.09461	23.40017	23.36876	DDB_G0277915	gefI	RasGEFI, RasGEF	Ras guanine nucleotide exchange factor	Q8IS15
24.81022	24.74663	24.98928	24.99428	25.04546	24.79263	24.69301	24.88930	24.80052	24.81442	24.79816	24.55163	24.49892	24.82016	24.70333	DDB_G0276963	gefH	RasGEFH, RasGEF	Ras guanine nucleotide exchange factor H	Q8IS16
21.27610	21.58287	21.63241	21.38526	20.97928	21.48995	21.24087	22.19661	21.38404	21.03169	21.93563	20.63867	22.18140	23.59309	23.10333	DDB_G0269252	gefE	RasGEFE, RasGEF	Ras guanine nucleotide exchange factor E	Q8IS18
21.31350	21.35090	21.24901	21.21434	21.44832	21.13457	21.20427	21.68536	21.21414	24.41729	23.90945	23.69294	25.03474	24.57629	24.50474	DDB_G0282381	gefC	RasGEF, racGEF	regulator of chromosome condensation (RCC1) domain-containing protein, RhoGEF domain-containing protein, Ras nucleotide exchange factor	Q8IS20
24.53541	24.21685	24.29059	24.56735	24.05662	23.90822	24.31944	24.23667	24.41771	24.62682	24.55978	24.36340	24.47602	24.84278	23.43658	DDB_G0274383	pdeD	gbpA, pde5, DdPDE5	cGMP-dependent 3',5'-cGMP phosphodiesterase	Q8MLZ3
27.02516	27.00042	27.02028	27.29586	27.45186	27.31882	27.56192	27.58824	27.51995	28.37117	27.86717	28.07497	28.94161	27.80656	28.50804	DDB_G0274109	paxB	NA	paxillin	Q8MML5
28.37689	28.48926	28.48720	28.36716	28.37154	28.76542	28.44403	28.33653	28.41535	28.28604	28.33276	28.40229	28.20116	27.60477	28.34002	DDB_G0274553	vatH	V-ATPase subunit H	vacuolar ATPase subunit H	Q8MML6
21.10173	21.34907	21.45756	21.17963	21.36101	20.53951	24.40420	25.36738	26.13829	21.79739	23.94126	26.76121	20.99308	25.44918	26.01640	DDB_G0276949	hspG6	NA	heat shock protein Hsp20 domain-containing protein	Q8MMN1
26.80734	27.47687	28.29111	27.37145	27.50131	27.39533	27.36925	27.32195	27.69938	27.70460	27.17365	27.46043	27.60853	27.22051	27.81374	DDB_G0277403	clc	clcA	clathrin light chain	Q8MN58
23.91742	23.61805	23.57080	23.59057	23.73955	23.35515	24.19311	23.46268	23.70656	23.73562	23.86321	23.55127	22.72071	23.99787	23.99165	DDB_G0274545	thrS2	thrS, ThrRS	threonyl-tRNA synthetase, threonine-tRNA ligase	Q8MP20
21.26839	21.83532	22.82228	21.01150	21.06945	21.21872	24.61437	25.22027	26.17657	24.07138	24.87269	26.40823	22.79241	24.90225	25.78899	DDB_G0276951	hspG7	NA	heat shock protein Hsp20 domain-containing protein	Q8MPA5
21.59933	21.49527	21.93923	21.15591	21.60816	21.02057	24.31666	24.97960	26.08608	21.48164	24.60442	26.33052	21.66995	25.26686	25.26381	DDB_G0276875	hspG5	NA	heat shock protein Hsp20 domain-containing protein	Q8MPA7
26.17489	21.62812	21.35551	21.28405	26.74347	26.65625	26.57340	22.76158	22.78586	27.57057	27.17358	27.12218	28.33924	26.92952	27.80670	DDB_G0280053	osbA	OSBPa	oxysterol binding family protein, member 1	Q8MPQ7
28.12287	28.08872	28.10369	28.23095	28.16869	28.30121	28.23387	28.30031	28.57064	28.11798	28.43349	28.53258	27.89043	28.28309	28.23715	DDB_G0267426	cshA	NA	citrate synthase	Q8MQU6
26.04747	26.26180	25.78581	25.81523	26.05502	26.05100	26.04408	26.11817	25.92009	25.86972	26.35524	25.85730	25.69148	26.07611	25.60351	DDB_G0271136	gafA	NA	GAF domain-containing protein	Q8MTJ7
28.02803	27.72835	27.88592	28.20703	28.16578	28.06786	28.45075	28.24292	28.16026	28.92273	28.73532	28.67108	28.77075	28.85507	28.81127	DDB_G0269200	cplA	NA	calpain-like cysteine protease	Q8MUF9
24.50095	24.17789	24.37494	24.32177	24.38225	24.51968	24.59153	24.66058	24.53401	25.27329	25.22257	25.11062	25.13458	25.12953	24.93402	DDB_G0291079	gbpC	gefT	cyclic GMP-binding protein C	Q8MVR1
24.65524	24.52411	24.81918	24.68249	24.27825	24.46719	24.30961	24.55585	24.49885	24.33069	23.95922	24.23633	23.73522	23.45414	23.99313	DDB_G0275675	rab32C	NA	Rab GTPase	Q8MXQ2
26.35592	26.32126	26.29847	26.50683	26.33954	26.49771	26.38645	26.49907	26.49583	26.42017	26.60736	26.45524	26.14855	26.54053	26.24886	DDB_G0290687	mhkC	MHCK-C, DG1069	myosin heavy chain kinase C	Q8MY12
25.90985	24.91462	24.09329	25.33350	24.56647	26.91986	25.26843	25.20422	24.71336	23.80932	24.78276	25.45088	21.12915	24.50043	24.97388	DDB_G0277471	DDB_G0277471	NA	WD repeat-containing protein, putative proteasomal ATPase-associated factor	Q8MYE8
25.87894	26.15494	26.23446	25.93700	26.10144	26.17629	25.95240	26.12043	25.97441	26.00022	25.90629	26.07029	25.80754	26.05143	26.25813	DDB_G0277451	mgm101	NA	mitochondrial genome maintenance protein	Q8MYF0
25.01986	25.00143	24.73256	25.07062	25.47313	25.53695	25.50914	25.70714	25.95464	25.48805	25.98906	26.24587	24.45948	25.88799	25.86816	DDB_G0274223	DDB_G0274223	NA	putative glutathione S-transferase	Q8SSU2
28.09060	28.25258	28.24921	28.06779	28.08340	28.16118	28.26341	28.15347	28.21252	28.46661	28.36548	28.57718	28.37956	28.39138	28.64901	DDB_G0272754	gsr	GR	glutathione reductase, glutathione-disulfide reductase	Q8T137
26.44689	26.38155	26.51856	26.35400	26.45421	26.11669	26.24479	26.40126	26.39839	26.36751	26.10818	26.25470	26.41738	25.96048	26.44024	DDB_G0274559	udkB	UDK	uridine kinase	Q8T154
25.97342	26.00927	26.03984	26.00698	26.01940	26.21202	25.84555	26.12164	25.93634	26.09214	26.28927	26.23170	26.35972	26.35274	26.22145	DDB_G0274103	ggtA	DG1109	glycosyltransferase, UDP-glucose glycoprotein alpha-glucosyltransferase	Q8T191
25.80157	25.47487	25.64420	25.68619	25.71960	25.93072	25.20587	25.52922	25.43818	25.39565	25.76139	25.40135	25.57805	25.64568	25.55779	DDB_G0274201	DDB_G0274201	NA	short-chain dehydrogenase/reductase (SDR) family protein	Q8T197
23.12202	22.80930	22.76119	22.93609	23.54505	23.57040	22.71774	23.31692	22.33240	23.66110	23.18235	23.44339	23.82671	21.94336	23.63139	DDB_G0273453	DDB_G0273453	NA	unknown	Q8T1P1
31.03395	31.24760	31.23817	31.11032	31.16999	30.48169	30.79816	31.09156	31.16421	30.82003	30.88998	30.67961	30.63102	30.71673	30.64687	DDB_G0277635	rps27	NA	40S ribosomal protein S27	Q8T1V4
26.85609	26.99028	27.04555	26.91605	26.88484	27.24527	26.99893	26.92420	26.84906	26.92778	26.85256	26.95769	26.55003	27.07484	27.08083	DDB_G0295657	ndufs4	NA	ETC complex I subunit conserved family protein, NADH dehydrogenase (ubiquinone) Fe-S protein 4	Q8T1V6
22.98679	23.48779	21.79336	23.18260	23.11032	23.74651	23.43294	22.06659	22.70198	23.34099	23.39453	23.26358	23.22651	23.04257	23.57406	DDB_G0272542	prkag	AMPK gamma subunit	AMP-activated protein kinase gamma subunit	Q8T277
