wt_0h_a	wt_0h_b	wt_0h_c	wt_2h_a	wt_2h_b	wt_2h_c	wt_4h_a	wt_4h_b	wt_4h_c	wt_8h_a	wt_8h_b	wt_8h_c	wt_10h_a	wt_10h_b	wt_10h_c	GENE_ID	Gene_Name	Synonyms	Gene_products	UniProt_ID
1.964921e-04	1.841951e-04	1.861944e-04	2.089627e-04	2.008905e-04	1.888965e-04	2.253383e-04	2.118900e-04	1.927494e-04	2.208065e-04	2.163609e-04	1.897466e-04	2.076733e-04	1.838179e-04	1.978404e-04	DDB_G0270298	pctA	NA	phosphoethanolamine-cytidyltransferase, cytidylyltransferase domain-containing protein	Q55BZ4
8.003701e-06	5.601406e-06	9.390147e-06	3.141021e-06	5.468885e-06	2.112402e-06	9.522216e-07	3.050060e-06	3.109249e-06	1.832726e-06	4.412181e-06	2.549842e-06	1.886634e-06	3.149022e-06	1.883828e-06	DDB_G0270296	dcd1A	NA	acid ceramidase-like protein, acid N-acylsphingosine amidohydrolase-like protein	Q55BZ5
2.506915e-05	3.107278e-05	1.869515e-05	2.016525e-05	1.821554e-05	1.336076e-06	1.920165e-05	1.960743e-05	2.321870e-05	1.166639e-05	8.917312e-06	7.902329e-06	1.183781e-05	3.072309e-06	4.968430e-06	DDB_G0270834	sgmA	NA	sphingomyelinase A	Q55C09
5.212593e-04	5.233669e-04	5.941446e-04	5.408348e-04	5.482297e-04	6.133659e-04	5.613268e-04	5.664367e-04	5.573166e-04	6.507832e-04	6.192434e-04	6.217879e-04	6.688589e-04	6.960975e-04	6.225995e-04	DDB_G0270272	uae1	DdUAE1	ubiquitin activating enzyme E1	Q55C16
1.350732e-04	1.268200e-04	9.118554e-05	1.299842e-04	9.465322e-05	1.042217e-04	1.810624e-04	1.204440e-04	1.148676e-04	1.625755e-04	1.261047e-04	1.556434e-04	1.138055e-04	1.532049e-04	1.642626e-04	DDB_G0270270	gpsn2	NA	synaptic glycoprotein SC2-like protein	Q55C17
2.982027e-04	2.672187e-04	2.577762e-04	2.621653e-04	2.733803e-04	2.401418e-04	2.271069e-04	2.239831e-04	2.250364e-04	1.990574e-04	2.112887e-04	2.065039e-04	2.077857e-04	1.912521e-04	2.050159e-04	DDB_G0270264	metap2	NA	methionine aminopeptidase 2	Q55C21
9.124157e-05	8.141567e-05	5.569629e-05	6.439654e-05	7.261320e-05	1.241991e-04	1.609283e-04	6.697466e-05	6.861591e-05	1.872792e-04	1.017869e-04	1.591317e-04	9.737302e-05	1.618323e-04	2.322256e-04	DDB_G0270260	nhp6	NA	HMG1/2 (high mobility group) box-containing protein	Q55C24
1.893605e-06	3.148795e-06	2.060219e-06	2.707800e-06	2.661278e-06	2.454079e-06	3.050907e-06	2.202194e-06	2.365303e-06	1.753364e-05	1.177894e-05	8.624279e-06	3.136074e-05	1.232278e-05	1.852479e-05	DDB_G0270218	glkA	glycogen synthase kinase-like kinase A	putative serine/threonine-protein kinase GlkA	Q55C57
3.080736e-06	6.081697e-06	8.063519e-06	2.410851e-06	3.646670e-06	4.832689e-06	6.490166e-06	2.538315e-06	4.642893e-06	5.535309e-06	2.435080e-06	3.860628e-06	2.167223e-06	3.209400e-06	6.271878e-06	DDB_G0270754	vps16	NA	Vacuolar protein sorting-associated protein 16 homolog	Q55C58
1.048583e-04	1.050697e-04	9.608719e-05	9.451712e-05	1.049529e-04	1.259072e-04	1.079639e-04	9.876273e-05	1.037529e-04	8.347666e-05	7.916540e-05	9.865086e-05	8.465013e-05	9.989619e-05	1.053700e-04	DDB_G0270196	DDB_G0270196	NA	putative mitochondrial import inner membrane translocase subunit 50, NIF domain-containing protein	Q55C70
1.554162e-04	1.359705e-04	1.394307e-04	1.320637e-04	1.350997e-04	1.070167e-04	1.255852e-04	1.357408e-04	1.172272e-04	1.421528e-04	1.626831e-04	1.358756e-04	1.641110e-04	1.531559e-04	1.343426e-04	DDB_G0270194	DDB_G0270194	NA	DUF866 family protein	Q55C72
2.026865e-04	1.894930e-04	1.902468e-04	1.885626e-04	1.840367e-04	1.979858e-04	1.911138e-04	2.120342e-04	2.012486e-04	2.825674e-04	2.919672e-04	2.601850e-04	3.054824e-04	2.689675e-04	2.597226e-04	DDB_G0270188	psmD6	NA	26S proteasome non-ATPase regulatory subunit 6, 26S proteasome regulatory subunit S10	Q55C75
1.430176e-04	1.173671e-04	1.132825e-04	1.270336e-04	1.336878e-04	1.388883e-04	1.296179e-04	1.173828e-04	1.140256e-04	1.296559e-04	1.256982e-04	1.180371e-04	1.035991e-04	1.273769e-04	1.101854e-04	DDB_G0270184	ger	NA	GDP-keto-6-deoxymannose 3,5- epimerase/4-reductase, FX protein, GDP-L-fucose synthase	Q55C77
3.968566e-05	3.423453e-05	4.186067e-05	4.085382e-05	4.032701e-05	4.414594e-05	2.844881e-05	3.477224e-05	3.964934e-05	2.473107e-05	3.571046e-05	3.027117e-05	3.978966e-05	3.381562e-05	3.189051e-05	DDB_G0270174	aprt	APT	adenine phosphoribosyltransferase	Q55C82
1.346012e-04	1.201899e-04	1.154847e-04	1.203121e-04	1.114988e-04	1.044137e-04	1.136890e-04	9.837034e-05	1.026506e-04	9.527002e-05	1.060705e-04	9.450533e-05	9.489708e-05	1.093433e-04	8.370770e-05	DDB_G0270152	maspS	AspRS	aspartyl-tRNA synthetase, aspartate-tRNA ligase, putative mitochondrial aspartyl-tRNA synthetase, putative mitochondrial aspartate-tRNA ligase	Q55C99
3.471304e-04	3.574268e-04	3.256527e-04	3.057788e-04	3.787157e-04	3.183361e-04	3.238051e-04	3.204292e-04	3.414993e-04	2.648431e-04	2.971265e-04	2.903074e-04	2.606530e-04	3.014049e-04	2.693663e-04	DDB_G0269168	vps26	veg152, rcdQ, pepA, PEP8	vacuolar protein sorting-associated protein 26	Q55CA0
3.977176e-04	4.038957e-04	3.798518e-04	3.993746e-04	3.830974e-04	4.488510e-04	3.684579e-04	4.037748e-04	3.991466e-04	3.813941e-04	3.485362e-04	4.146788e-04	3.393966e-04	4.130552e-04	3.896463e-04	DDB_G0270120	sdhB	NA	succinate dehydrogenase (ubiquinone), succinic dehydrogenase, complex II, iron-sulfur protein (IP) subunit	Q55CC2
4.203979e-05	4.984991e-05	5.971822e-05	5.575945e-05	4.403603e-05	4.930910e-05	3.560632e-05	4.724661e-05	4.935324e-05	4.620536e-05	5.007396e-05	5.020964e-05	6.321262e-05	4.502477e-05	5.223643e-05	DDB_G0270104	DDB_G0270104	NA	putative NADH dehydrogenase	Q55CD9
4.362805e-05	5.167508e-05	4.336826e-05	5.081393e-05	6.097161e-05	4.817661e-05	6.883990e-05	5.866109e-05	5.512858e-05	9.234673e-05	6.695807e-05	6.327725e-05	6.482927e-05	9.961291e-05	7.030845e-05	DDB_G0270102	mkcF	NA	putative protein serine/threonine kinase, STE20 family protein kinase, SH3 domain-containing protein, protein kinase, STE group, MKC subfamily protein kinase	Q55CE0
3.180629e-05	3.266490e-05	3.154219e-05	3.542931e-05	3.069559e-05	3.685725e-05	3.282515e-05	3.532546e-05	3.810313e-05	2.944333e-05	3.176436e-05	3.721142e-05	3.043861e-05	4.094277e-05	3.520273e-05	DDB_G0271022	adcC	NA	arrestin domain-containing protein AdcC	Q55CH0
2.821275e-05	1.802105e-05	2.317834e-05	1.975551e-05	2.952348e-05	2.138402e-05	2.010944e-05	2.190191e-05	1.980468e-05	1.955918e-05	2.117262e-05	1.896932e-05	1.543057e-05	1.048776e-05	2.198237e-05	DDB_G0270042	ascc3l	NA	DEAD/DEAH box helicase, U5 small nuclear ribonucleoprotein 200 kDa helicase, Sec63 domain-containing protein	Q55CI8
6.607147e-05	6.461007e-05	8.654201e-05	7.482465e-05	7.065298e-05	7.605556e-05	6.704567e-05	7.377929e-05	4.180348e-05	8.619869e-05	8.125425e-05	7.612948e-05	7.983934e-05	3.774068e-05	8.738045e-05	DDB_G0270036	ppp2r4	PTPA	serine/threonine-protein phosphatase 2A regulatory subunit B', phosphotyrosyl phosphatase activator	Q55CJ3
1.391232e-05	1.609294e-05	1.777631e-05	1.411510e-05	1.208485e-05	1.235904e-05	1.156311e-05	1.134951e-05	1.188267e-05	1.071704e-05	1.129716e-05	1.003676e-05	4.592156e-06	8.037338e-06	1.016160e-05	DDB_G0270024	mgp2	RacGAP, megap2, gacCC	RhoGAP domain-containing protein, Cdc15/Fes/CIP4 domain-containing protein, PCH family protein	Q55CK2
3.015685e-05	2.366141e-05	2.912955e-05	2.843353e-05	2.945572e-05	2.491074e-05	2.130736e-05	2.688494e-05	2.602367e-05	2.360817e-05	1.770488e-05	2.197297e-05	2.168405e-05	2.626912e-05	2.549808e-05	DDB_G0269966	ddx1	NA	putative RNA helicase, DEAD/DEAH box helicase, SPla/RYanodine receptor SPRY domain-containing protein	Q55CP6
9.299251e-05	9.114403e-05	8.875691e-05	9.054010e-05	9.896720e-05	8.153306e-05	8.085356e-05	8.883706e-05	7.582995e-05	7.006874e-05	7.437894e-05	6.666917e-05	8.095460e-05	6.791284e-05	6.889007e-05	DDB_G0269950	serC	PSAT	phosphoserine transaminase, phosphoserine aminotransferase	Q55CQ6
7.663978e-05	7.295627e-05	7.680126e-05	7.397463e-05	7.493413e-05	7.090285e-05	7.483691e-05	6.865284e-05	6.734642e-05	8.214210e-05	7.336709e-05	7.473037e-05	7.093942e-05	7.309149e-05	7.314510e-05	DDB_G0269948	tnpo	NA	transportin	Q55CQ7
3.020345e-03	3.291489e-03	3.393660e-03	3.197541e-03	3.303685e-03	3.433723e-03	3.107495e-03	3.245001e-03	3.558793e-03	2.939469e-03	2.658843e-03	3.536757e-03	2.586210e-03	3.268120e-03	3.749481e-03	DDB_G0269916	atp5b	NA	ATP synthase beta chain, mitochondrial	Q55CS9
6.245861e-05	5.653899e-05	6.838132e-05	5.909674e-05	6.135605e-05	7.123889e-05	5.337588e-05	5.833759e-05	5.906431e-05	5.984544e-05	6.330945e-05	6.163282e-05	6.393934e-05	7.160616e-05	6.474304e-05	DDB_G0269912	redB	NA	NADPH-cytochrome-P450 oxidoreductase	Q55CT1
1.597803e-04	1.431319e-04	1.770354e-04	1.673802e-04	1.702262e-04	1.699077e-04	1.726547e-04	1.692512e-04	1.739686e-04	2.192888e-04	1.990819e-04	1.899955e-04	2.233157e-04	2.293539e-04	1.997453e-04	DDB_G0270992	sec31	NA	WD40 repeat-containing protein, putative transport protein	Q55CT5
1.037466e-04	9.937646e-05	1.107956e-04	9.563850e-05	9.725112e-05	1.004254e-04	8.963865e-05	9.619832e-05	1.000987e-04	3.623502e-05	4.578763e-05	5.312019e-05	1.844052e-05	3.188062e-05	4.608213e-05	DDB_G0269182	pitC	rsc5, cellular retinaldehyde-binding/triple function domain-containing protein	phosphatidylinositol transfer protein 3	Q55CU8
1.252577e-05	2.685851e-05	1.911963e-05	2.623342e-05	2.792218e-05	3.089202e-05	3.308033e-05	2.807868e-05	2.472826e-05	4.952382e-05	3.720833e-05	3.755107e-05	3.756086e-05	3.819578e-05	3.953768e-05	DDB_G0269890	DDB_G0269890	NA	YjeF N-terminal domain-containing protein	Q55CV0
4.041970e-04	3.383472e-04	3.274765e-04	3.894178e-04	3.260166e-04	3.492021e-04	3.973561e-04	3.897513e-04	3.581601e-04	3.198489e-04	2.940764e-04	3.086391e-04	3.117992e-04	3.683013e-04	2.609420e-04	DDB_G0269110	tspA	CD9	tetraspanin family protein	Q55CV5
3.873778e-04	3.794722e-04	4.546438e-04	4.390589e-04	4.904343e-04	4.495528e-04	4.597085e-04	4.808326e-04	4.884808e-04	5.148897e-04	5.324081e-04	5.207805e-04	5.046770e-04	4.078191e-04	4.841844e-04	DDB_G0269878	fbl	NA	fibrillarin, rRNA 2'-O-methyltransferase	Q55CW0
6.080780e-04	6.844860e-04	4.801837e-04	5.463224e-04	6.282129e-04	7.983510e-04	4.911876e-04	7.223005e-04	6.884712e-04	5.210217e-04	4.005210e-04	4.562697e-04	6.572838e-04	4.527035e-04	6.364741e-04	DDB_G0270984	rpl36a	NA	S60 ribosomal protein L36a	Q55CW5
2.072703e-06	2.619954e-06	2.194936e-06	2.707826e-06	2.510867e-06	2.910180e-06	2.701369e-06	2.336939e-06	3.373337e-06	2.549449e-05	1.179847e-05	7.223236e-06	1.016562e-04	1.573807e-05	4.644209e-05	DDB_G0269872	tspB	NA	tetraspanin family protein	Q55CW7
8.044859e-05	8.547903e-05	7.943146e-05	6.981222e-05	7.508007e-05	7.247665e-05	6.517212e-05	6.358042e-05	6.306067e-05	5.664839e-05	5.833120e-05	6.192911e-05	3.958294e-05	6.296203e-05	5.048715e-05	DDB_G0269860	DDB_G0269860	NA	importin beta family protein, putative importin 7	Q55CX9
8.535861e-05	8.140874e-05	8.039052e-05	7.477679e-05	7.935865e-05	9.303791e-05	7.927212e-05	7.625059e-05	7.018814e-05	8.364275e-05	7.909948e-05	7.170446e-05	7.460553e-05	7.348306e-05	7.714014e-05	DDB_G0269854	amdhd1	NA	imidazolonepropionase, amidohydrolase domain containing protein 1	Q55CY3
3.583711e-06	3.114479e-06	2.956231e-06	5.790747e-06	5.974038e-06	2.847561e-06	4.416007e-06	3.012977e-06	2.750234e-06	1.453851e-06	2.145074e-06	2.502810e-06	1.374598e-06	2.615443e-06	1.943193e-06	DDB_G0270664	DDB_G0270664	NA	UPF0557 family protein	Q55CZ6
3.447062e-05	3.176472e-05	3.126519e-05	2.239964e-05	3.368447e-05	4.058793e-05	3.868366e-05	2.962010e-05	2.881228e-05	3.582391e-05	3.118087e-05	3.244304e-05	3.443863e-05	2.855354e-05	3.552998e-05	DDB_G0269814	ncbp1	NA	initiation factor eIF-4 gamma middle domain-containing protein, nuclear cap-binding protein subunit 1	Q55D17
4.655727e-05	5.309495e-05	5.222257e-05	2.739766e-05	2.580691e-05	3.718140e-05	3.071867e-05	3.282255e-05	3.308401e-05	3.417180e-05	4.214716e-05	3.538465e-05	3.610860e-05	1.221217e-05	3.557101e-05	DDB_G0269786	ccdc25	NA	coiled-coil domain-containing protein 25	Q55D55
2.975493e-05	3.286452e-05	3.432037e-05	3.317466e-05	3.307100e-05	2.818198e-05	3.133743e-05	2.838983e-05	3.020941e-05	2.980431e-05	2.766865e-05	2.786060e-05	2.590648e-05	2.905348e-05	3.270475e-05	DDB_G0269192	tifA	eIF4AIII	DEAD/DEAH box helicase domain-containing protein, eukaryotic translation initiation factor 4A	Q55D61
1.980041e-04	2.139531e-04	1.992651e-04	1.866599e-04	1.966164e-04	1.611861e-04	2.182167e-04	2.011381e-04	2.136625e-04	2.748341e-04	2.460730e-04	2.472301e-04	2.820652e-04	2.226791e-04	2.810704e-04	DDB_G0269772	psmB3	NA	proteasome subunit beta type 3, 20S proteasome subunit beta-3	Q55D66
9.334713e-05	8.871172e-05	7.845737e-05	9.865708e-05	9.508458e-05	9.126042e-05	1.078884e-04	9.880008e-05	1.011390e-04	9.120926e-05	7.743049e-05	1.025804e-04	4.687234e-05	6.400901e-05	7.742666e-05	DDB_G0269226	cas1	NA	cycloartenol synthase	Q55D85
1.209358e-05	1.678637e-05	7.069442e-06	1.074125e-05	1.688927e-05	1.740710e-05	1.381907e-05	1.501749e-05	1.596603e-05	1.375546e-05	1.388096e-05	1.364021e-05	1.610029e-05	7.051902e-06	1.133085e-05	DDB_G0269742	cdsA	CDS1	phosphatidate cytidylyltransferase	Q55D90
1.303391e-05	1.355925e-05	1.655849e-05	1.500906e-05	1.672407e-05	1.642052e-05	1.670522e-05	1.635548e-05	1.519323e-05	1.378683e-05	1.391158e-05	1.482997e-05	2.040817e-05	1.537449e-05	1.642290e-05	DDB_G0269166	pakA	dpak1, DPAKa	serine/threonine-protein kinase PakA	Q55D99
3.395657e-05	3.385010e-05	3.257894e-05	3.269291e-05	3.848092e-05	2.595117e-05	1.983145e-05	2.449952e-05	2.832038e-05	1.643239e-05	2.551799e-05	1.494256e-05	2.177193e-05	2.811517e-05	2.150651e-05	DDB_G0269726	pggt1b	NA	protein geranylgeranyltransferase type I	Q55DA3
1.442573e-04	1.565157e-04	1.703970e-04	1.412256e-04	1.581464e-04	1.577931e-04	1.395512e-04	1.488259e-04	1.471850e-04	1.382755e-04	1.363232e-04	1.369113e-04	1.415653e-04	1.412549e-04	1.250058e-04	DDB_G0269714	tdo	NA	tryptophan 2,3-dioxygenase	Q55DB4
9.504596e-05	9.773609e-05	9.875203e-05	9.351464e-05	9.801933e-05	9.029563e-05	1.080285e-04	9.001800e-05	9.559231e-05	1.076530e-04	1.013006e-04	9.896933e-05	9.868398e-05	9.970072e-05	9.859353e-05	DDB_G0269712	ahsa	NA	activator of Hsp90 ATPase family protein	Q55DB6
2.074129e-06	1.714661e-06	2.759004e-06	2.179113e-06	2.291551e-06	2.150626e-06	1.703049e-06	1.734792e-06	1.621487e-06	2.384838e-06	2.857599e-06	1.866324e-06	1.134108e-04	1.846878e-05	4.868478e-05	DDB_G0269702	DDB_G0269702	NA	unknown	Q55DC6
1.043913e-05	4.106243e-06	2.188311e-06	8.635691e-06	7.182875e-06	7.195921e-06	9.538069e-06	7.275789e-06	6.516299e-06	6.583061e-06	4.389966e-06	2.460655e-06	1.918132e-06	8.357478e-06	6.670142e-06	DDB_G0269688	sdad1	NA	SDA1 domain-containing protein	Q55DE2
9.406897e-05	9.354614e-05	1.016941e-04	9.054136e-05	1.104659e-04	8.535922e-05	8.014491e-05	1.015617e-04	9.832744e-05	1.056200e-04	1.141549e-04	9.322604e-05	1.238326e-04	1.210523e-04	1.026884e-04	DDB_G0269682	atxn2	NA	ataxin-2	Q55DE7
6.313165e-06	2.149115e-06	1.427367e-05	4.414000e-06	2.224417e-06	5.734787e-06	2.500849e-06	1.279035e-05	1.934458e-05	6.358071e-06	6.511397e-06	8.952010e-06	6.030413e-06	8.882822e-06	1.678663e-06	DDB_G0269628	DDB_G0269628	NA	NEK family protein kinase DDB_G0269628	Q55DK2
7.214369e-05	6.968204e-05	7.615101e-05	7.912053e-05	7.364471e-05	7.910001e-05	6.774945e-05	7.488730e-05	7.273075e-05	7.598474e-05	7.586591e-05	6.649755e-05	6.952859e-05	5.850991e-05	6.844533e-05	DDB_G0269246	pyd2	DHPase, ddDHP, hydantoinase, pyrimidine hydrase	dihydropyrimidinase	Q55DL0
2.575311e-06	4.093200e-06	2.486574e-06	3.270252e-06	2.906131e-06	2.440905e-06	2.123798e-06	1.904618e-06	2.366593e-06	2.251637e-06	1.499366e-06	1.963347e-06	1.780698e-06	2.679381e-06	1.843640e-06	DDB_G0269602	slc35b2	NA	solute carrier family 35 member B2	Q55DM5
2.191402e-04	2.059760e-04	2.173401e-04	1.870137e-04	1.957515e-04	2.640896e-04	2.184153e-04	1.941880e-04	2.031299e-04	2.405751e-04	2.517242e-04	2.506796e-04	2.404178e-04	2.394560e-04	2.584746e-04	DDB_G0270562	acy1	NA	N-acyl-L-amino-acid amidohydrolase, aminoacylase	Q55DP8
1.483814e-05	2.230859e-06	1.208049e-05	1.061899e-05	9.774293e-06	2.210844e-06	1.377962e-05	3.819545e-06	1.965965e-06	1.561984e-05	1.047842e-05	1.243500e-05	9.800299e-06	2.172966e-05	1.212794e-05	DDB_G0269570	rabggta	NA	protein geranylgeranyltransferase type II, Rab geranylgeranyltransferase alpha subunit	Q55DQ4
5.674825e-04	5.189337e-04	5.289648e-04	4.517876e-04	4.783795e-04	4.657441e-04	4.402482e-04	4.110592e-04	4.221384e-04	3.060368e-04	3.111702e-04	3.028482e-04	2.113351e-04	3.226766e-04	2.735278e-04	DDB_G0269242	fcsA	LC-FACS 1	fatty acyl-CoA synthetase, long-chain-fatty-acid-CoA ligase	Q55DR6
8.801383e-05	8.015221e-05	9.445796e-05	7.688274e-05	8.155824e-05	8.396309e-05	9.515067e-05	7.673950e-05	8.153917e-05	7.881646e-05	7.521895e-05	8.993937e-05	6.851755e-05	1.035862e-04	8.734408e-05	DDB_G0269526	argD	ARG8, acetylornithine 5-aminotransferase	acetylornithine transaminase	Q55DT8
3.550916e-03	3.461116e-03	4.655963e-03	4.961087e-03	4.527767e-03	3.545016e-03	5.416549e-03	5.279301e-03	6.151234e-03	7.103128e-03	7.167929e-03	5.320454e-03	6.984087e-03	4.618148e-03	4.641659e-03	DDB_G0269518	abnB	NA	actobindin B	Q55DU1
5.834576e-04	6.484615e-04	1.114301e-03	1.206417e-03	1.150266e-03	1.202550e-03	1.401797e-03	1.285013e-03	1.655664e-03	2.490742e-03	2.341016e-03	2.055869e-03	2.322402e-03	1.700527e-03	2.113585e-03	DDB_G0270884	abnA	NA	actobindin A	Q55DU3
4.256298e-06	1.839402e-06	7.657670e-06	2.546505e-06	9.458534e-06	1.793662e-06	1.411976e-05	1.258870e-05	5.584281e-06	2.448747e-05	1.486249e-05	1.216185e-05	1.239701e-05	1.356561e-05	8.766980e-06	DDB_G0269510	vps37	NA	Modifier of rudimentary (Modr) family protein	Q55DV8
2.500895e-03	2.457262e-03	2.289811e-03	2.150312e-03	2.141026e-03	2.105637e-03	2.180381e-03	2.105058e-03	1.970015e-03	2.030638e-03	1.941183e-03	2.064920e-03	2.026670e-03	1.909913e-03	1.961485e-03	DDB_G0269122	cysA	NA	cystathionine gamma-lyase	Q55DV9
4.975587e-05	4.697186e-05	4.965939e-05	4.501805e-05	4.536309e-05	4.322710e-05	4.149378e-05	3.911811e-05	3.840309e-05	4.349489e-05	3.731096e-05	4.580078e-05	6.559651e-05	6.577291e-05	5.351669e-05	DDB_G0269214	abcG1	NA	ABC transporter G family protein	Q55DW4
4.938064e-04	4.946683e-04	5.561735e-04	4.935439e-04	5.513042e-04	4.980251e-04	5.655356e-04	5.537584e-04	5.189829e-04	7.332765e-04	6.269657e-04	6.851504e-04	6.865436e-04	7.168965e-04	6.941787e-04	DDB_G0269472	psmB2	20S proteasome subunit beta-2	proteasome subunit beta type 2	Q55DY7
1.600339e-05	2.826409e-05	4.433830e-05	2.618497e-05	2.193868e-05	1.954358e-05	1.946068e-05	2.336813e-05	2.801772e-05	2.003526e-05	4.805203e-06	2.188133e-05	5.090831e-06	1.443124e-05	1.986185e-05	DDB_G0269470	mcfF	slc25a28	mitochondrial substrate carrier family protein F	Q55DY8
4.999736e-05	6.159484e-05	5.785181e-05	5.740232e-05	5.679763e-05	4.888636e-05	4.631443e-05	5.056477e-05	4.987860e-05	4.815351e-05	4.473421e-05	5.141723e-05	4.538134e-05	5.528139e-05	5.048124e-05	DDB_G0269454	trpS	TrpRS	tryptophanyl-tRNA synthetase, tryptophan-tRNA ligase	Q55DZ8
1.577989e-04	1.472202e-04	1.406418e-04	1.297813e-04	1.390638e-04	1.677501e-04	1.363654e-04	1.280845e-04	1.351622e-04	1.502864e-04	1.271228e-04	1.368306e-04	1.261747e-04	1.563430e-04	1.382356e-04	DDB_G0269444	hemB	ALAD, delta-aminolevulinate dehydratase	porphobilinogen synthase	Q55E06
1.688014e-04	1.599946e-04	1.536174e-04	1.462766e-04	1.909481e-04	1.724697e-04	1.700858e-04	1.503368e-04	1.397157e-04	1.610010e-04	1.630346e-04	1.735147e-04	1.568484e-04	1.946867e-04	1.689640e-04	DDB_G0269438	zpr1	znf259	ZPR1-type zinc finger-containing protein	Q55E13
9.155203e-05	7.980340e-05	9.722572e-05	1.066405e-04	7.990141e-05	6.561615e-05	8.841103e-05	9.952901e-05	1.003303e-04	7.457562e-05	8.426921e-05	8.024206e-05	8.415455e-05	9.689005e-05	5.362164e-05	DDB_G0270866	magoh	NA	mago nashi protein	Q55E21
4.710444e-04	4.791168e-04	4.832207e-04	5.130648e-04	4.100356e-04	5.336133e-04	4.813227e-04	4.812947e-04	4.797814e-04	4.932878e-04	4.198707e-04	5.360023e-04	4.482467e-04	4.873848e-04	4.944212e-04	DDB_G0269414	ebp	NA	putative 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase	Q55E32
3.973613e-05	4.370377e-05	4.059651e-05	2.133228e-06	5.927255e-06	2.858021e-06	1.694822e-06	2.633971e-06	3.099206e-06	2.271722e-06	2.645229e-06	1.904172e-06	2.475674e-06	2.418213e-06	2.899006e-06	DDB_G0269410	DDB_G0269410	NA	pyrroline-5-carboxylate reductase, PCA reductase	Q55E34
8.081372e-05	7.269537e-05	4.493239e-05	7.508539e-05	5.741212e-05	5.528137e-05	6.301519e-05	6.772570e-05	6.342554e-05	5.928298e-05	6.848232e-05	7.742406e-05	8.112702e-05	6.671023e-05	6.457796e-05	DDB_G0270510	spc2	NA	microsomal signal peptidase subunit, signal peptidase complex subunit 2	Q55E35
4.261092e-05	5.005501e-05	4.728925e-05	5.328854e-05	6.171424e-05	6.942209e-05	5.481158e-05	5.205100e-05	5.361004e-05	5.587278e-05	5.677607e-05	5.465139e-05	5.177015e-05	5.238990e-05	5.728589e-05	DDB_G0269388	corB	CRN7, DdCRN7, coronin B	coronin 7	Q55E54
6.915425e-04	6.364407e-04	6.632475e-04	6.170147e-04	6.361656e-04	7.117601e-04	6.664524e-04	5.683750e-04	5.576722e-04	6.237615e-04	5.497313e-04	5.861276e-04	5.019422e-04	6.432036e-04	5.896410e-04	DDB_G0269382	pepD	NA	peptidase D	Q55E60
1.936796e-05	1.623718e-05	1.431738e-05	1.983089e-05	1.961602e-05	2.161245e-05	1.233687e-05	1.779708e-05	1.768950e-05	1.319039e-05	1.750823e-05	1.705938e-05	1.257305e-05	7.971656e-06	1.355403e-05	DDB_G0270496	DDB_G0270496	NA	TRAUB family protein	Q55E65
2.534023e-06	2.379570e-06	2.934099e-06	1.741961e-05	1.790310e-05	1.649268e-05	1.688323e-05	1.680591e-05	1.063040e-05	1.672129e-06	8.084387e-06	2.340959e-06	1.574423e-05	3.680363e-06	2.803887e-06	DDB_G0269364	stlA	pks1, PKS, steely1, dipks1	polyketide synthase StlA	Q55E72
2.469407e-06	1.876157e-05	2.234699e-05	1.834228e-06	1.542360e-05	1.591940e-05	1.330677e-05	1.526621e-05	1.441910e-05	1.016023e-05	1.412470e-05	1.667533e-05	1.231139e-05	1.139318e-05	9.422681e-06	DDB_G0269362	frmB	NA	FERM domain-containing protein FrmB	Q55E74
6.319398e-05	5.790093e-05	6.156310e-05	5.533813e-05	6.053960e-05	5.572460e-05	5.333091e-05	5.181676e-05	5.517438e-05	5.209201e-05	4.927957e-05	5.493952e-05	3.990481e-05	5.144926e-05	5.077509e-05	DDB_G0270854	nif3	NA	protein NIF3	Q55E83
1.269494e-04	1.157096e-04	1.144525e-04	1.209529e-04	1.256236e-04	1.302182e-04	1.108015e-04	1.098988e-04	1.073023e-04	9.081852e-05	8.681011e-05	1.102119e-04	7.633156e-05	1.043420e-04	9.691819e-05	DDB_G0270482	gfm1	NA	mitochondrial translation elongation factor G	Q55E94
1.653938e-05	1.786751e-05	1.659799e-05	1.895019e-05	1.888212e-05	1.893440e-05	1.954013e-05	1.691957e-05	1.647804e-05	1.834865e-05	2.340629e-05	1.252536e-05	2.609830e-06	1.884082e-05	1.165942e-05	DDB_G0269298	gefX	NA	RasGEF domain-containing protein, LISK family protein kinase, protein kinase, TKL group, tyrosine kinase-like protein	Q55EC7
7.373015e-05	7.871767e-05	7.520781e-05	8.215515e-05	8.644985e-05	8.793428e-05	7.700480e-05	7.490941e-05	6.999805e-05	9.274128e-05	1.081267e-04	9.124792e-05	1.104202e-04	1.021307e-04	1.013884e-04	DDB_G0269292	sugt1	NA	TPR repeat-containing protein, SGS domain-contantaing protein	Q55ED0
5.849086e-04	8.369832e-04	8.287700e-04	6.524042e-04	8.068237e-04	8.578245e-04	7.066383e-04	7.118429e-04	6.913532e-04	6.704870e-04	5.837983e-04	6.462844e-04	4.912218e-04	6.683373e-04	7.013332e-04	DDB_G0269290	nap1	NA	putative nucleosome assembly protein	Q55ED1
